id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-e4f024c8,antigravity-bank.json,2270,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,archaeological,the archaeological site was remarkably well preserved researchers were able to reconstruct the daily lives of its inhabitants in unusual detail which transition is most logical
antigravity-f0767e74,antigravity-bank.json,2271,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,contaminated,the first batch of vaccines was contaminated the rollout was delayed by six weeks while the manufacturer investigated which transition is most logical
antigravity-74246da2,antigravity-bank.json,2272,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,8,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,charges,v taxi charges # base # mile the fare is # how many miles
antigravity-8bf45272,antigravity-bank.json,2273,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,10,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,gallons,v pool fills at # gal hr it has # gallons now and holds # how many more hours to fill
antigravity-72cfd30c,antigravity-bank.json,2274,antigravity,Math,Algebra,Linear functions,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,company,company v v v # #v company v v v # #v for what v is v cheaper
antigravity-edd2c31c,antigravity-bank.json,2275,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,3,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,,v # # and v # # what is the slope
antigravity-f196754f,antigravity-bank.json,2276,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,1620,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,,v v # # v what is v #
antigravity-77c785ab,antigravity-bank.json,2277,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,exponential,which graph shows exponential growth
antigravity-b22084b4,antigravity-bank.json,2278,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,1350,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,triples,v colony starts at # and triples every # hours how many after # hours
antigravity-a34b8a15,antigravity-bank.json,2279,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,investment,v v # # v models an investment what is the annual growth rate
antigravity-b457707a,antigravity-bank.json,2280,antigravity,Math,Advanced Math,Nonlinear equations in one variable,Easy,student_produced_response,7,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,positive,v # #v # # what is the positive root
antigravity-51142843,antigravity-bank.json,2281,antigravity,Math,Advanced Math,Nonlinear equations in one variable,Easy,student_produced_response,15,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,,if v #v # # what is v when v #
antigravity-15b3abbe,antigravity-bank.json,2282,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,,v v v # # what is v #
antigravity-a0acd7df,antigravity-bank.json,2283,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,2,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,coefficient,#v # v # coefficient of v #
antigravity-14b0de2f,antigravity-bank.json,2284,antigravity,Math,Advanced Math,Equivalent expressions,Medium,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,equivalent,which is equivalent to v # # v # #v #
antigravity-f7cb9354,antigravity-bank.json,2285,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,income,v bar chart shows life expectancy by income quartile v# lowest # v# # v# # v# highest # v politician claims income has little effect on health outcomes is this supported
antigravity-8445e6b4,antigravity-bank.json,2286,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,education,v scatter plot of education level vs annual income shows v positive trend with v # v student concludes education guarantees higher income is this valid
antigravity-10f65594,antigravity-bank.json,2287,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,republican,v two way table democrat support # democrat oppose # republican support # republican oppose # an analyst says party affiliation is the strongest predictor based on this data alone
antigravity-2ef752a9,antigravity-bank.json,2288,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,interpretation,v dual line graph shows v country v gdp rising from #v to #v and gini coefficient rising from # to # over # years what is the most accurate interpretation
antigravity-46da2ce6,antigravity-bank.json,2289,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,efficacy,v table shows vaccine efficacy by age age efficacy # # # # # # # # # # # v public health official says the vaccine works equally well for all age groups is this accurate
antigravity-8d477694,antigravity-bank.json,2290,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,100,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,million,v bar chart shows annual revenue # # million # # million # # million and # # million what is the percent increase from # to #
antigravity-f61116f7,antigravity-bank.json,2291,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,higher,v table shows school math score spending student v # # v # # v # # v # # does higher spending correlate with higher scores
antigravity-a54866b4,antigravity-bank.json,2292,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,significant,v pie chart company revenue by region north america # europe # asia # other # last year it was na # eu # asia # other # what trend is most significant
antigravity-ea830c52,antigravity-bank.json,2293,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,undiscovered,v passage describes how coral reefs which cover less than # of the ocean floor support # of all marine species the author compares their loss to burning v library before reading th
antigravity-c924e4ff,antigravity-bank.json,2294,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,standardized,v passage examines how the printing press not only made books cheaper but also standardized spelling enabled the protestant reformation by making the bible widely accessible and ac
antigravity-a62a0bc5,antigravity-bank.json,2295,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,experiment,v passage describes an experiment in which students who were told they were gifted performed # better on subsequent tests than equally capable students who received no such label e
antigravity-0b7d644e,antigravity-bank.json,2296,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,plastic,v passage about plastic pollution notes that microplastics have been found in human blood breast milk and placentas and that the average person ingests v credit card v worth of pla
antigravity-dea3fc18,antigravity-bank.json,2297,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,unexpectedly,v passage discusses how ancient rome v extensive road network built primarily for military purposes unexpectedly facilitated trade cultural exchange and the spread of christianity 
antigravity-5cc810ff,antigravity-bank.json,2298,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,discovered,v passage about the deep ocean notes that more than # of the ocean floor remains unmapped and that new species are discovered on virtually every deep sea expedition the author argu
antigravity-2d4fc106,antigravity-bank.json,2299,antigravity,Reading and Writing,Information and Ideas,Inferences,Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,transit,v city with excellent public transit has lower car ownership but higher rates of walking and cycling than comparable cities without good transit what can be inferred
antigravity-2a55afb3,antigravity-bank.json,2300,antigravity,Reading and Writing,Information and Ideas,Inferences,Easy,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,company,v pharmaceutical company v internal emails show executives discussing the addictive properties of their painkiller yet the company v marketing materials describe the drug as virtua
antigravity-f762656b,antigravity-bank.json,2301,antigravity,Reading and Writing,Information and Ideas,Inferences,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,international,v country v literacy rate has risen from # to # over # years but its ranking in international reading assessments has not improved what can be inferred
antigravity-36a39b23,antigravity-bank.json,2302,antigravity,Reading and Writing,Information and Ideas,Inferences,Medium,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,admission,v museum charges free admission and finds that visitor numbers triple but donations drop by # what can be inferred
antigravity-92b82e43,antigravity-bank.json,2303,antigravity,Reading and Writing,Information and Ideas,Inferences,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,compliance,v hospital implements v hand washing compliance program compliance rises from # to # but hospital acquired infection rates drop by only # what can be inferred
antigravity-436dbdfe,antigravity-bank.json,2304,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,selection,which sampling method avoids selection bias
antigravity-70829b2f,antigravity-bank.json,2305,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,student_produced_response,40,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,deviations,data # # # # # mean is # find the sum of squared deviations from the mean
antigravity-b9f43e5d,antigravity-bank.json,2306,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,support,v survey of # found # support v policy the margin of error is # this means
antigravity-192042ec,antigravity-bank.json,2307,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,student_produced_response,20,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,heights,five students heights in cm # # # # # what is the range
antigravity-a03f8d30,antigravity-bank.json,2308,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,sample,increasing sample size from # to # will
antigravity-8a931032,antigravity-bank.json,2309,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,10,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,hypotenuse,sin # # in v right triangle with hypotenuse # what is the side opposite the # angle
antigravity-f54db9ee,antigravity-bank.json,2310,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,12,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,ladder,v ladder # feet long leans against v wall the base is # feet from the wall how high does it reach
antigravity-0674ac40,antigravity-bank.json,2311,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,triangle,in v # # # triangle the sides are in ratio
antigravity-c4c78ea4,antigravity-bank.json,2312,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,student_produced_response,13,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,hypotenuse,tan # # the hypotenuse of the right triangle is
antigravity-e7033d5f,antigravity-bank.json,2313,antigravity,Math,Geometry and Trigonometry,Area and volume,Medium,student_produced_response,36,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,coefficient,v sphere has radius # volume # # v # give the coefficient of
antigravity-aed71e80,antigravity-bank.json,2314,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,50,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,trapezoid,v trapezoid has parallel sides # and # height # area
antigravity-ae3898a3,antigravity-bank.json,2315,antigravity,Math,Geometry and Trigonometry,Area and volume,Medium,student_produced_response,108,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,rectangular,v rectangular prism v # v # v # surface area
antigravity-bbe3cccf,antigravity-bank.json,2316,antigravity,Math,Geometry and Trigonometry,Area and volume,Medium,student_produced_response,48,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,coefficient,v cone radius # height # volume # # v # v give coefficient of
antigravity-bee09e02,antigravity-bank.json,2317,antigravity,Math,Advanced Math,Nonlinear equations in one variable,Easy,student_produced_response,9,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,square,complete the square v # #v v # # what goes in the blank
antigravity-785cc41b,antigravity-bank.json,2318,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,discriminant,the discriminant of v # #v # # is
antigravity-56d6e556,antigravity-bank.json,2319,antigravity,Math,Advanced Math,Nonlinear equations in one variable,Easy,student_produced_response,7,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,,sum of roots of v # #v # #
antigravity-ce48526e,antigravity-bank.json,2320,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,3,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,,#v #v # and #v #v # what is v
antigravity-35ed2518,antigravity-bank.json,2321,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,intersection,v system v v # and v v # intersection point
antigravity-aaa0d79b,antigravity-bank.json,2322,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,deep-sea,notes deep sea mining could extract trillions of dollars worth of rare earth minerals these minerals are essential for electric vehicle batteries and wind turbines deep sea ecosyst
antigravity-0324fc01,antigravity-bank.json,2323,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,firefly,notes fireflies are disappearing due to light pollution pesticides and habitat loss they use bioluminescence for mating v process disrupted by artificial light some firefly species
antigravity-8e4cf016,antigravity-bank.json,2324,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,approximately,notes the dead sea has shrunk by one third since # it is dropping approximately # meter per year mineral extraction and water diversion from the jordan river are the main causes si
antigravity-8c55d2d1,antigravity-bank.json,2325,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,accomplishes,notes the james webb space telescope jwst cost # billion over # years its first images revealed galaxies formed just # million years after the big bang it has detected the atmosphe
antigravity-c8562385,antigravity-bank.json,2326,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,salmon,notes wild salmon populations have declined # in the pacific northwest salmon are v keystone species their spawning delivers ocean nutrients deep into forest ecosystems dams block 
antigravity-d0cdede1,antigravity-bank.json,2327,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,deterministic,notes the average lifespan of v civilization is approximately # years the us is # years old historical patterns suggest civilizations decline due to inequality corruption and envir
antigravity-71cd842b,antigravity-bank.json,2328,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,libraries,notes public libraries in the us are used by # million people annually they provide free internet access job training and community meeting space library funding has been cut in ma
antigravity-7fefbbf1,antigravity-bank.json,2329,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,connections,notes the human brain has approximately # billion neurons each neuron can form thousands of connections the total number of possible neural connections exceeds the number of atoms 
antigravity-8f37b86c,antigravity-bank.json,2330,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,published,the findings published in the new england journal of have been cited over # times which choice conforms to standard english
antigravity-96543827,antigravity-bank.json,2331,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,imprisonment,the jury recommended that the defendant sentenced to community service rather than imprisonment which choice conforms to standard english
antigravity-d4526f2b,antigravity-bank.json,2332,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,participated,every one of the volunteers who participated in the rescue recognized at the annual ceremony which choice conforms to standard english
antigravity-dec7ebc6,antigravity-bank.json,2333,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,documentary,the documentary filmed over v period of five years in some of the most remote regions of the has been nominated for three academy awards which choice conforms to standard english
antigravity-8c4a83e5,antigravity-bank.json,2334,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,manuscripts,v collection of rare manuscripts donated to the library by an anonymous benefactor which choice conforms to standard english
antigravity-3c688bde,antigravity-bank.json,2335,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,diagnosis,the diagnosis was the tumor was benign which choice conforms to standard english
antigravity-f79865b2,antigravity-bank.json,2336,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,mathematician,the mathematician winner of the fields medal and v macarthur teaches introductory calculus to freshmen every fall which choice conforms to standard english
antigravity-8377efdc,antigravity-bank.json,2337,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,maintained,the defendant maintained his the dna evidence however told v different story which choice conforms to standard english
antigravity-dd7b96ef,antigravity-bank.json,2338,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,requires,the recipe requires three unusual saffron star anise and sumac which choice conforms to standard english
antigravity-156baebd,antigravity-bank.json,2339,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,transformed,the mission planned for # days but lasting over # transformed our understanding of mars which choice conforms to standard english
antigravity-bcd22764,antigravity-bank.json,2340,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,experiment,the experiment confirmed the original hypothesis it also revealed an unexpected secondary effect that opens entirely new research directions which transition is most logical
antigravity-d58dc9df,antigravity-bank.json,2341,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,transition,the drought reduced crop yields by # food prices in the region increased by nearly # which transition is most logical
antigravity-8843efce,antigravity-bank.json,2342,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,environmental,the company v environmental record has improved dramatically since # its carbon emissions have decreased by # and its water usage by # which transition is most logical
antigravity-99924e58,antigravity-bank.json,2343,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,negotiations,the first attempt at peace negotiations failed completely the second round facilitated by v neutral mediator produced v lasting ceasefire which transition is most logical
antigravity-145394e1,antigravity-bank.json,2344,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,commercial,the author v first novel was v commercial failure her second published ten years later won the national book award and sold # million copies which transition is most logical
antigravity-fab86265,antigravity-bank.json,2345,antigravity,Reading and Writing,Craft and Structure,Words in Context,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,organization,the organization v commitment to transparency was in its decision to publish all financial records online which best fits
antigravity-dee1c11e,antigravity-bank.json,2346,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,deceptively,the poet v language is deceptively beneath the simple surface lie layers of meaning that reward repeated reading which best fits
antigravity-18a75779,antigravity-bank.json,2347,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,resolution,the committee reached v decision all # members voted in favor of the resolution which best fits
antigravity-8202bd77,antigravity-bank.json,2348,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,neighborhood,the once thriving neighborhood has into disrepair with boarded up stores and crumbling sidewalks which best fits
antigravity-68ae7399,antigravity-bank.json,2349,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,surveillance,an essay about privacy begins with george orwell v # then discusses snowden v nsa revelations and concludes with current debates about ai surveillance this structure
antigravity-71d968f0,antigravity-bank.json,2350,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,nutrition,v nutrition article first presents studies showing coffee is harmful then studies showing it v beneficial and concludes by explaining why nutrition science often produces contradic
antigravity-4f2d7bd7,antigravity-bank.json,2351,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,present-day,v memoir alternates between past and present with childhood memories triggered by present day experiences this structure replicates
antigravity-3af87ef1,antigravity-bank.json,2352,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,recommendation,v policy paper presents its most controversial recommendation first then spends the remainder of the paper building the evidence for it this structure
antigravity-8ceef75f,antigravity-bank.json,2353,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,70,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,isosceles,an isosceles triangle has v vertex angle of # what is each base angle
antigravity-808ca0b4,antigravity-bank.json,2354,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,12,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,vertical,vertical angles #v # and #v # what is v
antigravity-b0f2aeda,antigravity-bank.json,2355,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,triangle,the median of v triangle connects v vertex to the midpoint of the opposite side in triangle with vertices # # # # # # the median from # # goes to which point
antigravity-3a239c17,antigravity-bank.json,2356,antigravity,Math,Geometry and Trigonometry,Circles,Hard,student_produced_response,12,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,center,v chord is #cm from the center of v circle with radius # what is the chord length
antigravity-6e934791,antigravity-bank.json,2357,antigravity,Math,Geometry and Trigonometry,Circles,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,circumference,an arc of v circle subtends v central angle of # what fraction of the circumference is the arc
antigravity-46964c9a,antigravity-bank.json,2358,antigravity,Math,Geometry and Trigonometry,Circles,Medium,student_produced_response,16,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,radius,two concentric circles inner radius # outer radius # what is the area of the ring annulus give coefficient of pi
antigravity-e18c2846,antigravity-bank.json,2359,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Hard,student_produced_response,57.6,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,successive,original price # two successive discounts # then # final price
antigravity-c8f1b644,antigravity-bank.json,2360,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,student_produced_response,5,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,population,v town v population # # # # what is the percent growth
antigravity-6891cfd7,antigravity-bank.json,2361,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,student_produced_response,0.7,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,,v bag # red # blue # green balls v red or green
antigravity-f53c710e,antigravity-bank.json,2362,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,,rolling two dice v sum #
antigravity-f8bccd2a,antigravity-bank.json,2363,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,80,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,travels,v train travels # km in # hours what is its speed in km hr
antigravity-df7c0b5a,antigravity-bank.json,2364,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,3,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,pencils,if # pencils cost # how much do # pencils cost in dollars
antigravity-8c64653c,antigravity-bank.json,2365,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,dependency,an urban planner argues that mixed use zoning reduces car dependency which evidence best supports this
antigravity-d72a3569,antigravity-bank.json,2366,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,acidification,v marine biologist claims ocean acidification threatens shellfish industries which finding supports this
antigravity-c937c157,antigravity-bank.json,2367,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,revolution,v historian argues the american revolution was primarily economic which evidence weakens this
antigravity-55aa85b0,antigravity-bank.json,2368,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,psychologist,v psychologist claims music training improves math ability which evidence best supports this
antigravity-b426d63f,antigravity-bank.json,2369,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,epidemiologist,an epidemiologist argues that air pollution causes dementia which finding supports this
antigravity-0f2eaef3,antigravity-bank.json,2370,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,sociologist,v sociologist argues that diverse teams outperform homogeneous ones which evidence is most relevant
