id,bankFile,section,domain,skill,difficulty,sourceSignalId,sourceReference,practicePool,skeletonId,skeletonRank,skeletonSize,verdict,issues,prompt,correctAnswer,correctChoice
archive-ai-archive-signal-2019-may-us-sat-qas-003,archive-source-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-8287dd31,1,2,fail,missing_current_content_audit_version,"During a field check after 24 days, the city expected the new route to reduce downtown traffic. ______ traffic counts were almost unchanged during the first month.

Which choice completes the text with the most logical transition?",C,"However,"
archive-ai-archive-signal-2019-may-us-sat-qas-004,archive-source-ai-bank.json,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-b3262841,7,27,fail,missing_current_content_audit_version,"By June, the garden volunteers had finished week 49 of the prototype after reviewing 17 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?",B,; by
archive-ai-archive-signal-2019-may-us-sat-qas-005,archive-source-ai-bank.json,Math,Algebra,Linear equations in one variable,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,hidden_duplicate,skel-8364fdf4,31,38,fail,missing_current_content_audit_version,"If 14x - 11 = 549, what is the value of x?",A,40
archive-ai-archive-signal-2019-may-us-sat-qas-006,archive-source-ai-bank.json,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-fd102a2d,1,2,fail,missing_current_content_audit_version,"In a garden planning problem, two values x and y satisfy this system:

x + y = 31
x - y = -15

What is the value of x?",D,8
archive-ai-archive-signal-2019-may-us-sat-qas-007,archive-source-ai-bank.json,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-25815ed2,4,9,fail,missing_current_content_audit_version,"In a library model, the equation x^2 - 76x + 1363 = 0 has two solutions. What is the greater solution?",C,47
archive-ai-archive-signal-2019-may-us-sat-qas-008,archive-source-ai-bank.json,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-f72e01e2,1,9,fail,missing_current_content_audit_version,"In a museum fundraiser, a price of $245 is increased by 90%. What is the new price?",B,465
archive-ai-archive-signal-2019-may-us-sat-qas-009,archive-source-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-7c8183b7,1,7,fail,missing_current_content_audit_version,A circular workshop display has radius 7. What is its area?,A,49pi
archive-ai-archive-signal-2019-may-us-sat-qas-010,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-f9b2e163,7,33,fail,missing_current_content_audit_version,"A 2020 study of coral restoration surveyed 535 participants and compared 100 sites that differed in reef recovery. After tracking the sites for 2 months, the researchers found that nurseries with mixed species attracted more juvenile fish. They concluded that local conditions can shape outcomes in ways that broad regional averages may miss.

Which choice best states the main idea of the text?",D,A study of coral restoration found that differences in reef recovery were linked to meaningful local outcomes.
archive-ai-archive-signal-2019-may-us-sat-qas-011,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-bfae8d35,1,2,fail,missing_current_content_audit_version,"At the East site, after a city added protected bike lanes downtown, weekend bicycle counts increased near several stores. The change occurred during week 8 of the first full month and was based on 29 observations.

Which inference is best supported by the text?",C,Some shoppers may have reached the stores by bicycle.
archive-ai-archive-signal-2019-may-us-sat-qas-012,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-8f7f36a6,1,4,fail,missing_current_content_audit_version,"A student claims that a museum audio guide involving 531 participants had a measurable effect during a spring trial. Which finding, if true, would most directly support the claim?",B,"After visitors used short recorded explanations, they spent more time in the exhibit."
archive-ai-archive-signal-2019-may-us-sat-qas-013,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-fb9c035f,2,9,fail,missing_current_content_audit_version,"During the lab meeting, after reviewing 84 field notes, the researcher's summary was unusually ______: it focused on steps that could be completed with the available budget.

Which choice completes the text with the most logical and precise word?",A,pragmatic
archive-ai-archive-signal-2019-may-us-sat-qas-014,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-18f05176,1,2,fail,missing_current_content_audit_version,"During a May design review with 12 planners, the text first describes a challenge associated with school breakfast programs, especially staffing demands. It then explains a possible benefit: improved morning attendance.

Which choice best describes the overall structure of the text?",D,It presents a drawback of an approach and then identifies a potential advantage of that approach.
archive-ai-archive-signal-2019-may-us-sat-qas-015,archive-source-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-92be3f0c,1,2,fail,missing_current_content_audit_version,"In a follow-up test after 3 days, the city expected the new route to reduce downtown traffic. ______ traffic counts were almost unchanged during the first month.

Which choice completes the text with the most logical transition?",C,"However,"
archive-ai-archive-signal-2019-may-us-sat-qas-016,archive-source-ai-bank.json,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-b3262841,8,27,fail,missing_current_content_audit_version,"By June, the garden volunteers had finished week 71 of the prototype after reviewing 53 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?",B,; by
archive-ai-archive-signal-2019-may-us-sat-qas-017,archive-source-ai-bank.json,Math,Algebra,Linear equations in one variable,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,hidden_duplicate,skel-8364fdf4,32,38,fail,missing_current_content_audit_version,"If 27x - 6 = 804, what is the value of x?",A,30
archive-ai-archive-signal-2019-may-us-sat-qas-018,archive-source-ai-bank.json,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-b2ae8d0c,1,7,fail,missing_current_content_audit_version,"In a stadium planning problem, two values x and y satisfy this system:

x + y = 7
x - y = 15

What is the value of x?",D,11
archive-ai-archive-signal-2019-may-us-sat-qas-019,archive-source-ai-bank.json,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-4f797bb5,4,8,fail,missing_current_content_audit_version,"In a school model, the equation x^2 - 59x + 868 = 0 has two solutions. What is the greater solution?",C,31
archive-ai-archive-signal-2019-may-us-sat-qas-020,archive-source-ai-bank.json,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-bb698779,1,8,fail,missing_current_content_audit_version,"In a lab fundraiser, a price of $125 is increased by 65%. What is the new price?",B,206
archive-ai-archive-signal-2019-may-us-sat-qas-021,archive-source-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-2b0d9902,2,7,fail,missing_current_content_audit_version,A circular market display has radius 99. What is its area?,A,9801pi
archive-ai-archive-signal-2019-may-us-sat-qas-022,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-f9b2e163,8,33,fail,missing_current_content_audit_version,"A 2023 study of coral restoration surveyed 547 participants and compared 64 sites that differed in reef recovery. After tracking the sites for 4 months, the researchers found that nurseries with mixed species attracted more juvenile fish. They concluded that local conditions can shape outcomes in ways that broad regional averages may miss.

Which choice best states the main idea of the text?",D,A study of coral restoration found that differences in reef recovery were linked to meaningful local outcomes.
archive-ai-archive-signal-2019-may-us-sat-qas-023,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-3835878b,1,2,fail,missing_current_content_audit_version,"At the Lake site, after a city added protected bike lanes downtown, weekend bicycle counts increased near several stores. The change occurred during week 4 of the first full month and was based on 41 observations.

Which inference is best supported by the text?",C,Some shoppers may have reached the stores by bicycle.
archive-ai-archive-signal-2019-may-us-sat-qas-024,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-8f7f36a6,2,4,fail,missing_current_content_audit_version,"A student claims that a museum audio guide involving 543 participants had a measurable effect during a spring trial. Which finding, if true, would most directly support the claim?",B,"After visitors used short recorded explanations, they spent more time in the exhibit."
archive-ai-archive-signal-2019-may-us-sat-qas-025,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-fb9c035f,3,9,fail,missing_current_content_audit_version,"During the lab meeting, after reviewing 68 field notes, the researcher's summary was unusually ______: it focused on steps that could be completed with the available budget.

Which choice completes the text with the most logical and precise word?",A,pragmatic
archive-ai-archive-signal-2019-may-us-sat-qas-026,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-d656ca29,1,2,fail,missing_current_content_audit_version,"During a May public briefing with 24 planners, the text first describes a challenge associated with school breakfast programs, especially staffing demands. It then explains a possible benefit: improved morning attendance.

Which choice best describes the overall structure of the text?",D,It presents a drawback of an approach and then identifies a potential advantage of that approach.
archive-ai-archive-signal-2019-may-us-sat-qas-027,archive-source-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-cf426b2e,1,2,fail,missing_current_content_audit_version,"In a later classroom trial after 27 days, the city expected the new route to reduce downtown traffic. ______ traffic counts were almost unchanged during the first month.

Which choice completes the text with the most logical transition?",C,"However,"
archive-ai-archive-signal-2019-may-us-sat-qas-028,archive-source-ai-bank.json,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-b3262841,9,27,fail,missing_current_content_audit_version,"By June, the garden volunteers had finished week 93 of the prototype after reviewing 89 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?",B,; by
archive-ai-archive-signal-2019-may-us-sat-qas-029,archive-source-ai-bank.json,Math,Algebra,Linear equations in one variable,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-8364fdf4,4,38,fail,missing_current_content_audit_version,"If 11x - 1 = 219, what is the value of x?",A,20
archive-ai-archive-signal-2019-may-us-sat-qas-030,archive-source-ai-bank.json,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-19e00748,1,6,fail,missing_current_content_audit_version,"In a garden planning problem, two values x and y satisfy this system:

x + y = 24
x - y = 4

What is the value of x?",D,14
archive-ai-archive-signal-2019-may-us-sat-qas-031,archive-source-ai-bank.json,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-25815ed2,5,9,fail,missing_current_content_audit_version,"In a library model, the equation x^2 - 71x + 1188 = 0 has two solutions. What is the greater solution?",C,44
archive-ai-archive-signal-2019-may-us-sat-qas-032,archive-source-ai-bank.json,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-f72e01e2,7,9,fail,missing_current_content_audit_version,"In a museum fundraiser, a price of $405 is increased by 40%. What is the new price?",B,567
archive-ai-archive-signal-2019-may-us-sat-qas-033,archive-source-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-7c8183b7,4,7,fail,missing_current_content_audit_version,A circular workshop display has radius 94. What is its area?,A,8836pi
archive-ai-archive-signal-2019-may-us-sat-qas-034,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-f9b2e163,9,33,fail,missing_current_content_audit_version,"A 2011 study of coral restoration surveyed 559 participants and compared 168 sites that differed in reef recovery. After tracking the sites for 6 months, the researchers found that nurseries with mixed species attracted more juvenile fish. They concluded that local conditions can shape outcomes in ways that broad regional averages may miss.

Which choice best states the main idea of the text?",D,A study of coral restoration found that differences in reef recovery were linked to meaningful local outcomes.
archive-ai-archive-signal-2019-may-us-sat-qas-035,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-bfae8d35,2,2,fail,missing_current_content_audit_version,"At the East site, after a city added protected bike lanes downtown, weekend bicycle counts increased near several stores. The change occurred during week 16 of the first full month and was based on 53 observations.

Which inference is best supported by the text?",C,Some shoppers may have reached the stores by bicycle.
archive-ai-archive-signal-2019-may-us-sat-qas-036,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-8f7f36a6,3,4,fail,missing_current_content_audit_version,"A student claims that a museum audio guide involving 555 participants had a measurable effect during a spring trial. Which finding, if true, would most directly support the claim?",B,"After visitors used short recorded explanations, they spent more time in the exhibit."
archive-ai-archive-signal-2019-may-us-sat-qas-037,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-fb9c035f,4,9,fail,missing_current_content_audit_version,"During the lab meeting, after reviewing 52 field notes, the researcher's summary was unusually ______: it focused on steps that could be completed with the available budget.

Which choice completes the text with the most logical and precise word?",A,pragmatic
archive-ai-archive-signal-2019-may-us-sat-qas-038,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-0a92560b,1,2,fail,missing_current_content_audit_version,"During a May planning session with 36 planners, the text first describes a challenge associated with school breakfast programs, especially staffing demands. It then explains a possible benefit: improved morning attendance.

Which choice best describes the overall structure of the text?",D,It presents a drawback of an approach and then identifies a potential advantage of that approach.
archive-ai-archive-signal-2019-may-us-sat-qas-039,archive-source-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-f203edf4,1,2,fail,missing_current_content_audit_version,"In the next round of observations after 6 days, the city expected the new route to reduce downtown traffic. ______ traffic counts were almost unchanged during the first month.

Which choice completes the text with the most logical transition?",C,"However,"
archive-ai-archive-signal-2019-may-us-sat-qas-040,archive-source-ai-bank.json,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-b3262841,10,27,fail,missing_current_content_audit_version,"By June, the garden volunteers had finished week 18 of the prototype after reviewing 35 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?",B,; by
archive-ai-archive-signal-2019-may-us-sat-qas-041,archive-source-ai-bank.json,Math,Algebra,Linear equations in one variable,Easy,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-3af9a6ca,3,35,fail,missing_current_content_audit_version,"If 24x + 4 = 244, what is the value of x?",A,10
archive-ai-archive-signal-2019-may-us-sat-qas-042,archive-source-ai-bank.json,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-8ec02669,1,1,fail,missing_current_content_audit_version,"In a stadium planning problem, two values x and y satisfy this system:

x + y = 41
x - y = -7

What is the value of x?",D,17
archive-ai-archive-signal-2019-may-us-sat-qas-043,archive-source-ai-bank.json,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-4f797bb5,5,8,fail,missing_current_content_audit_version,"In a school model, the equation x^2 - 54x + 728 = 0 has two solutions. What is the greater solution?",C,28
archive-ai-archive-signal-2019-may-us-sat-qas-044,archive-source-ai-bank.json,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-bb698779,2,8,fail,missing_current_content_audit_version,"In a lab fundraiser, a price of $285 is increased by 15%. What is the new price?",B,327
archive-ai-archive-signal-2019-may-us-sat-qas-045,archive-source-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-2b0d9902,3,7,fail,missing_current_content_audit_version,A circular market display has radius 89. What is its area?,A,7921pi
archive-ai-archive-signal-2019-may-us-sat-qas-046,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,remedial_pool,skel-f9b2e163,10,33,fail,missing_current_content_audit_version,"A 2014 study of coral restoration surveyed 571 participants and compared 132 sites that differed in reef recovery. After tracking the sites for 8 months, the researchers found that nurseries with mixed species attracted more juvenile fish. They concluded that local conditions can shape outcomes in ways that broad regional averages may miss.

Which choice best states the main idea of the text?",D,A study of coral restoration found that differences in reef recovery were linked to meaningful local outcomes.
archive-ai-archive-signal-2019-may-us-sat-qas-047,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-3835878b,2,2,fail,missing_current_content_audit_version,"At the Lake site, after a city added protected bike lanes downtown, weekend bicycle counts increased near several stores. The change occurred during week 12 of the first full month and was based on 65 observations.

Which inference is best supported by the text?",C,Some shoppers may have reached the stores by bicycle.
archive-ai-archive-signal-2019-may-us-sat-qas-048,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-8f7f36a6,4,4,fail,missing_current_content_audit_version,"A student claims that a museum audio guide involving 567 participants had a measurable effect during a spring trial. Which finding, if true, would most directly support the claim?",B,"After visitors used short recorded explanations, they spent more time in the exhibit."
archive-ai-archive-signal-2019-may-us-sat-qas-049,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-fb9c035f,5,9,fail,missing_current_content_audit_version,"During the lab meeting, after reviewing 36 field notes, the researcher's summary was unusually ______: it focused on steps that could be completed with the available budget.

Which choice completes the text with the most logical and precise word?",A,pragmatic
archive-ai-archive-signal-2019-may-us-sat-qas-050,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-2019-may-us-sat-qas,SAT/REAL TESTS/2019 May US SAT QAS.pdf,core_pool,skel-0aaa800c,1,2,fail,missing_current_content_audit_version,"During a May committee meeting with 48 planners, the text first describes a challenge associated with school breakfast programs, especially staffing demands. It then explains a possible benefit: improved morning attendance.

Which choice best describes the overall structure of the text?",D,It presents a drawback of an approach and then identifies a potential advantage of that approach.
archive-ai-archive-signal-kaplan3-001,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-d656ca29,2,2,fail,missing_current_content_audit_version,"During a June public briefing with 19 planners, the text first describes a challenge associated with school breakfast programs, especially staffing demands. It then explains a possible benefit: improved morning attendance.

Which choice best describes the overall structure of the text?",C,It presents a drawback of an approach and then identifies a potential advantage of that approach.
archive-ai-archive-signal-kaplan3-002,archive-source-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-cf426b2e,2,2,fail,missing_current_content_audit_version,"In a later classroom trial after 47 days, the city expected the new route to reduce downtown traffic. ______ traffic counts were almost unchanged during the first month.

Which choice completes the text with the most logical transition?",B,"However,"
archive-ai-archive-signal-kaplan3-003,archive-source-ai-bank.json,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,hidden_duplicate,skel-b3262841,24,27,fail,missing_current_content_audit_version,"By June, the garden volunteers had finished week 14 of the prototype after reviewing 59 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?",A,; by
archive-ai-archive-signal-kaplan3-004,archive-source-ai-bank.json,Math,Algebra,Linear equations in one variable,Easy,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,remedial_pool,skel-8364fdf4,8,38,fail,missing_current_content_audit_version,"If 2x - 11 = 57, what is the value of x?",D,34
archive-ai-archive-signal-kaplan3-005,archive-source-ai-bank.json,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-11a54f0d,1,1,fail,missing_current_content_audit_version,"In a workshop planning problem, two values x and y satisfy this system:

x + y = 22
x - y = -12

What is the value of x?",C,5
archive-ai-archive-signal-kaplan3-006,archive-source-ai-bank.json,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-eb8649da,1,3,fail,missing_current_content_audit_version,"In a stadium model, the equation x^2 - 28x + 147 = 0 has two solutions. What is the greater solution?",B,21
archive-ai-archive-signal-kaplan3-007,archive-source-ai-bank.json,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-c7c3922e,1,3,fail,missing_current_content_audit_version,"In a school fundraiser, a price of $205 is increased by 65%. What is the new price?",A,338
archive-ai-archive-signal-kaplan3-008,archive-source-ai-bank.json,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-d2f94ab7,1,4,fail,missing_current_content_audit_version,A circular lab display has radius 10. What is its area?,D,100pi
archive-ai-archive-signal-kaplan3-009,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,hidden_duplicate,skel-f9b2e163,23,33,fail,missing_current_content_audit_version,"A 2021 study of coral restoration surveyed 584 participants and compared 163 sites that differed in reef recovery. After tracking the sites for 11 months, the researchers found that nurseries with mixed species attracted more juvenile fish. They concluded that local conditions can shape outcomes in ways that broad regional averages may miss.

Which choice best states the main idea of the text?",C,A study of coral restoration found that differences in reef recovery were linked to meaningful local outcomes.
archive-ai-archive-signal-kaplan3-010,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-3ccdbaa1,1,2,fail,missing_current_content_audit_version,"At the Riverside site, after a city added protected bike lanes downtown, weekend bicycle counts increased near several stores. The change occurred during week 7 of the first full month and was based on 48 observations.

Which inference is best supported by the text?",B,Some shoppers may have reached the stores by bicycle.
archive-ai-archive-signal-kaplan3-011,archive-source-ai-bank.json,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-8c170fc6,1,4,fail,missing_current_content_audit_version,"A student claims that a museum audio guide involving 580 participants had a measurable effect during a summer trial. Which finding, if true, would most directly support the claim?",A,"After visitors used short recorded explanations, they spent more time in the exhibit."
archive-ai-archive-signal-kaplan3-012,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-65cac15e,1,4,fail,missing_current_content_audit_version,"During the planning memo, after reviewing 45 field notes, the researcher's summary was unusually ______: it focused on steps that could be completed with the available budget.

Which choice completes the text with the most logical and precise word?",D,pragmatic
archive-ai-archive-signal-kaplan3-013,archive-source-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,core_pool,skel-0a92560b,2,2,fail,missing_current_content_audit_version,"During a June planning session with 31 planners, the text first describes a challenge associated with school breakfast programs, especially staffing demands. It then explains a possible benefit: improved morning attendance.

Which choice best describes the overall structure of the text?",C,It presents a drawback of an approach and then identifies a potential advantage of that approach.
archive-ai-archive-signal-kaplan3-014,archive-source-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,remedial_pool,skel-f203edf4,2,2,fail,missing_current_content_audit_version,"In the next round of observations after 26 days, the city expected the new route to reduce downtown traffic. ______ traffic counts were almost unchanged during the first month.

Which choice completes the text with the most logical transition?",B,"However,"
archive-ai-archive-signal-kaplan3-015,archive-source-ai-bank.json,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-kaplan3,SAT/PRACTICE TESTS/Kaplan /Kaplan3.pdf,hidden_duplicate,skel-b3262841,25,27,fail,missing_current_content_audit_version,"By June, the garden volunteers had finished week 36 of the prototype after reviewing 95 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?",A,; by
