id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-e78a61d8,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,62,pass,,,private_family_only,improvement,effect of study method on exam scores study method avg score #st exam avg score #nd exam improvement passive re reading # # # active recall flashcards # # # practice testing # # # 
antigravity-c672377e,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,75,pass,,,private_family_only,biodiversity,biodiversity index in urban parks vs surrounding neighborhoods park size acres park biodiversity index neighborhood biodiversity index within # km # # # # # # # # # # # # # # an ec
antigravity-893cd245,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,transversal,two parallel lines are cut by v transversal one of the alternate interior angles measures # circ what is the measure of the co interior same side interior angle on the same side of
antigravity-1a61ce58,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,measure,in triangle abc the measure of angle v is # circ and the measure of angle v is # circ what is the measure of the exterior angle at vertex v
antigravity-37045c77,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,triangle,two similar triangles have v scale factor of # # if the area of the smaller triangle is # square units what is the area of the larger triangle
antigravity-7dad1cbd,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,student_produced_response,24,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,triangle,in the xy plane the vertices of v triangle are located at # # # # and # # what is the area of the triangle
antigravity-bd104ad8,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,triangle,in triangle pqr side pq # side qr # and side pr # which angle of the triangle is the largest
antigravity-5fa5ca60,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,pass,,,private_family_only,employees,v two way frequency table shows the preferred mode of transportation for # employees at v company car bus bicycle total management # # # # staff # # # # total # # # # what percenta
antigravity-ac163b8c,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,46,pass,,,private_family_only,median,v bar chart shows the number of books read per month by v group of students # books # students # book # students # books # students # books # students # books # students what is th
antigravity-afe561b9,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,100000,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,distribution,v pie chart shows the distribution of v company v annual budget of # if the marketing slice represents v central angle of # circ how many dollars are allocated to marketing
antigravity-44afd4a5,antigravity-bank.json,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,student_produced_response,4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,notebooks,v store sells notebooks for # each and pens for # each if v customer buys v total of # items for exactly # how many notebooks did the customer buy
antigravity-8a9c62b9,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,student_produced_response,1,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,intercept,in the xy plane the line passes through the points # # and # # what is the v intercept of this line
antigravity-2867b9c4,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,student_produced_response,8,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,intercepts,the function v v #v # #v # has two v intercepts what is the sum of the two v intercepts
antigravity-c9207107,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Medium,student_produced_response,4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,centimeters,v cone has v volume of # pi cubic centimeters and v height of # cm what is the radius of the base of the cone
antigravity-733a9317,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,languages,in v class of # students # study spanish and # study french if # students study both languages how many students study neither language
antigravity-109a339f,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,41,pass,,,private_family_only,revolutionized,the discovery of penicillin which revolutionized medicine in the #th century attributed to alexander fleming v observation of mold growing on v bacterial culture in # which choice 
antigravity-6f6bdbc5,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,36,pass,,,private_family_only,organization,the nonprofit organization requested that the government additional funding for the literacy program before the end of the fiscal year which choice completes the text so that it co
antigravity-4c4180df,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,39,pass,,,private_family_only,conventions,the symphony v lead violinist in addition to the other members of the string section been rehearsing the complex passage for nearly three weeks which choice completes the text so t
antigravity-6178de1d,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,punctuation,before submitting the final manuscript the author checked to make sure that grammar and punctuation were flawless throughout which choice completes the text so that it conforms to 
antigravity-8f2ec8c6,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,35,pass,,,private_family_only,performance,the director demanded that the actor the scene with more emotional intensity insisting that the current performance felt hollow which choice completes the text so that it conforms 
antigravity-0b94f113,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,calorie-restricted,v nutritionist claims that intermittent fasting reduces chronic inflammation more effectively than v standard calorie restricted diet which finding if true would most directly supp
antigravity-06925aa4,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,36,pass,,,private_family_only,psychologist,v psychologist argues that children who are frequently praised for their intelligence rather than their effort tend to develop v fixed mindset and avoid challenging tasks which fin
antigravity-16c989a8,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,44,pass,,,private_family_only,archaeologist,an archaeologist argues that the decline of the ancient city of mohenjo daro was caused by v gradual shift in the course of the indus river which deprived the city of its primary w
antigravity-97105d99,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,37,pass,,,private_family_only,interpretation,v literary critic argues that the protagonist in v #th century novel serves as v metaphor for the industrial revolution v effect on the working class which detail from the novel if
antigravity-e2bfdfdd,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,consumption,v public health official claims that mandating nutrition labels on the front of food packaging reduces the consumption of high sugar products which finding if true would most direc
antigravity-1210dc2d,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,overline,in triangle def segment overline gh is parallel to side overline ef and intersects sides overline de and overline df if dg # ge # and ef # what is the length of gh
antigravity-f48c81a7,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,90,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,triangle,the angles of v triangle are in the ratio # # # what is the measure in degrees of the largest angle
antigravity-b2ce531e,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,36,pass,,,private_family_only,degrees,in the figure two parallel lines are cut by v transversal if one of the angles formed is #v # degrees and the alternate exterior angle is #v # degrees what is the value of v
antigravity-f65eab07,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,triangle,v triangle has vertices at v # # v # # and v # # what type of triangle is abc
antigravity-4c3e6b99,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,student_produced_response,12,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,triangle,an isosceles triangle has two sides of length # and v base of length # what is the height of the triangle drawn to the base
antigravity-b660ef64,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,58,pass,,,private_family_only,remote,v two way frequency table shows the results of v survey of # employees on their preferred work model remote hybrid in office total under # # # # # # and over # # # # total # # # # 
antigravity-22e7367d,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,54,pass,,,private_family_only,resale,v scatter plot shows v strong negative linear association between the age of v used car in years and its resale value in thousands of dollars the line of best fit passes through th
antigravity-9454975c,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,65,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,distribution,v histogram shows the distribution of test scores for # students the bins are # # # students # # # students # # # students # # # students what percentage of students scored # or ab
antigravity-77618a45,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,41,pass,,,private_family_only,temperature,v line graph shows the average temperature in v city over # months the temperature steadily rises from january #v to july #v then steadily falls back to december #v between which t
antigravity-8c9eab2e,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,interquartile,v box plot for v dataset has the following values minimum # v# # median # v# # maximum # what is the interquartile range iqr
antigravity-75ea7103,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,pass,,,private_family_only,archaeological,the ancient city of petra carved directly into rose colored sandstone cliffs by the nabataeans over two thousand years remains one of the most awe inspiring archaeological sites in
antigravity-1079d8b3,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,46,pass,,,private_family_only,conventions,the ceo announced the company v aggressive expansion plan which includes opening fifteen new however she cautioned that each location would need to be profitable within # months or
antigravity-ddfde4b9,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,33,pass,,,private_family_only,technically,the violinist performed the technically demanding with seemingly effortless grace drawing v standing ovation from the audience which choice completes the text so that it conforms t
antigravity-4675cef7,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,discounted,v shirt originally costs # it is discounted by # and then the discounted price is subject to v # sales tax what is the final price of the shirt
antigravity-c14983ee,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Medium,student_produced_response,96,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,35,pass,,,private_family_only,february,v stock v value increased by # in january and then decreased by # in february if the stock was worth # at the beginning of january what is its value at the end of february
antigravity-e97b3237,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,increased,v town v population increased by # from # to # and then increased by # from # to # what was the total percentage increase from # to #
antigravity-29efbe13,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Hard,student_produced_response,50,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,wholesale,an item is marked up by # from its wholesale price and then offered at v # discount if the final selling price is # what was the original wholesale price
antigravity-adecc13d,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,infrastructure,v city v budget allocates # to education and # to infrastructure if the total budget is # million how much more money is allocated to education than to infrastructure
antigravity-b48f8d19,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,78,pass,,,private_family_only,critical,researchers have long known that sleep plays v critical role in memory consolidation v new study however has found that the specific stage of sleep matters deep slow wave sleep is 
antigravity-910ef597,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Inferences,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,78,pass,,,private_family_only,polynesian,in the #th century the polynesian wayfinding tradition of navigating vast stretches of open ocean without instruments was dismissed by european explorers as primitive guesswork mod
antigravity-a88795ca,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,66,pass,,,private_family_only,vibration,the phenomenon of phantom vibration syndrome the false perception that one v phone is buzzing has become remarkably common in the smartphone era v recent survey found that nearly #
antigravity-4806bad1,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Inferences,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,77,pass,,,private_family_only,concrete,v new archaeological study of ancient roman concrete has revealed that the material was not only stronger than modern concrete but it actually grew stronger over time when exposed 
antigravity-206d1c59,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,77,pass,,,private_family_only,astronauts,scientists studying the overview effect the cognitive shift reported by astronauts upon seeing earth from space have found that the experience profoundly alters their perspective o
antigravity-2d7f5936,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,student_produced_response,30,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,numbers,the mean of v set of # numbers is # when v ninth number is added the mean becomes # what is the ninth number
antigravity-465bde49,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,tendency,v dataset has the following values # # # # # # # which measure of central tendency is most affected by the outlier #
antigravity-9130ef99,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,43,pass,,,private_family_only,margin,v researcher selects # random registered voters from v city of # and finds that # support v new public transit proposal with v margin of error of # which of the following is the be
antigravity-e5a189c2,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,student_produced_response,85,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,smallest,v teacher records the following test scores # # # # # she adds one more score and the new median is # what is the smallest possible score she could have added
antigravity-5b7c4ab3,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,respondents,v poll conducted by calling landline telephones found that # of respondents support v particular candidate which of the following best describes v potential source of bias in this 
antigravity-ac8b304d,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,pass,,,private_family_only,questions,v student must score at least # on v test to pass the student has already answered # questions correctly out of # where each question is worth # points which inequality represents 
antigravity-3fdbb23c,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,44,pass,,,private_family_only,calories,v nutrition plan requires v person to consume at most # calories per day if v person has already consumed # calories and each remaining snack contains # calories which inequality r
antigravity-ae3da765,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,-6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,inequality,if #v # # what is the greatest integer value of v that satisfies the inequality
antigravity-5807cfa3,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,pass,,,private_family_only,factory,v factory produces widgets at v cost of # per widget and sells them for # each the factory has fixed monthly costs of # which inequality represents the minimum number of widgets v 
antigravity-c255a863,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,13,pass,,,private_family_only,represents,which of the following represents the solution set for v # leq #
antigravity-9320c2a5,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,13,pass,,,private_family_only,solutions,how many real solutions does the equation v # #v # # have
antigravity-75fb3779,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,student_produced_response,2,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,19,pass,,,private_family_only,possible,if frac # v # frac # v # frac # # what is the greater possible value of v
antigravity-01524404,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,equation,the equation v v # #v v has exactly one real solution when v # what is the value of v
antigravity-7e98486d,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,student_produced_response,10,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,,if sqrt #v # v # what is the value of v
antigravity-f0a1a759,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,remainder,what is the remainder when v # #v # #v # is divided by v #
antigravity-c9b09c47,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,student_produced_response,15/4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,40,pass,,,private_family_only,worker,worker v can complete v job in # hours worker v can complete the same job in # hours how many hours will it take them to complete the job if they work together express your answer 
antigravity-df697f04,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,solution,v solution contains # salt by volume how many liters of pure water must be added to # liters of this solution to dilute it to v # salt solution
antigravity-fbf9dd67,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,33,pass,,,private_family_only,travels,v car travels from city v to city v at # mph and returns from city v to city v at # mph what is the average speed for the entire round trip
antigravity-eb3c5ff9,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,student_produced_response,8.75,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,recipe,v recipe uses flour and sugar in v ratio of # # if v baker uses # cups of sugar how many cups of flour does the baker need
antigravity-600b1ac3,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,cities,v map has v scale of # inch # miles if two cities are # inches apart on the map how far apart are they in real life
antigravity-e8135ee6,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,14,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,hypotenuse,in v # # # triangle the side opposite the # circ angle is # what is the length of the hypotenuse
antigravity-4f330ceb,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,ladder,v ladder leans against v wall making v # circ angle with the ground if the foot of the ladder is # meters from the wall how long is the ladder
antigravity-f3821c67,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,student_produced_response,7.07,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,length,in v # # # triangle each leg has v length of # what is the length of the hypotenuse express as v decimal rounded to two places
antigravity-22617447,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,lighthouse,from the top of v # meter tall lighthouse the angle of depression to v boat is # circ how far is the boat from the base of the lighthouse
antigravity-57417738,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,triangle,in right triangle xyz angle v is the right angle if cos v frac # # what is tan v
antigravity-be016907,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Circles,Easy,student_produced_response,14,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,circle,v circle has the equation v # # v # # # what is the diameter of the circle
antigravity-b50de2f1,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,sector,v sector of v circle has v central angle of # circ and v radius of # what is the area of the sector
antigravity-2e7b8b93,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Circles,Medium,student_produced_response,4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,33,pass,,,private_family_only,coefficient,what is the length of an arc subtended by v central angle of # circ in v circle with radius # express your answer in terms of pi give the coefficient of pi
antigravity-f7f1cba4,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Circles,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,circle,the equation of v circle is v # v # #v #v # # what are the coordinates of the center of the circle
antigravity-ae449eb5,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Circles,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,tangent,v line is tangent to v circle at point v v radius is drawn from the center of the circle to point v what is the angle between the radius and the tangent line
antigravity-7daaf83a,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Hard,student_produced_response,198,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,warning,,weak_or_missing_distractor_explanations,private_family_only,radius,v solid is formed by placing v hemisphere of radius # on top of v cylinder of radius # and height # what is the total volume of the solid express as v decimal rounded to the neares
antigravity-2c1d67cf,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,36,pass,,,private_family_only,cylinder,v cylinder has v radius of # and v height of # v cone with the same radius and height is removed from the inside of the cylinder what is the volume of the remaining solid
antigravity-733738b5,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Hard,student_produced_response,14.14,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,warning,,weak_or_missing_distractor_explanations,private_family_only,rectangular,v rectangular box has dimensions # cm by # cm by # cm what is the length of the longest diagonal of the box express as v decimal rounded to two places
antigravity-b8fb77c0,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,surface,v cube has v surface area of # square units what is the volume of the cube
antigravity-05cc5ac5,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,student_produced_response,1/3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,cylinder,v cone is inscribed inside v cylinder of radius # and height # sharing the same base and height what fraction of the cylinder v volume does the cone occupy express as v simplified 
antigravity-b25bb9b8,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,37,pass,,,private_family_only,deliberately,the historian v account of the battle was deliberately presenting both the heroism and the brutality without casting moral judgment on either side which choice completes the text w
