id,bank,sourceType,section,domain,skill,difficulty,sourceSignalId,sourceReference,reviewStatus,templateFormId,templateFormRank,templateMaxVisible,calculationEaseScore,roundAnswerPreferred,practicePool,skeletonId,skeletonRank,skeletonSize,skeletonCoreLimit,skeletonActiveLimit,questionType,verdict,studentUse,issues,correctAnswer,correctChoice,prompt
opensat-english-513-30d1594d,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,the influence of nature and culture on human identity is complex and interconnected.,"The text argues that the “central role” that “nature and culture” play “in shaping the identities of people” is complex, stating that nature and culture “are inextricably linked” and “mutually constituted.” These ideas are highlighted with the example of the island of Bali, where many people “believe” that the island “possesses a spiritual aura” and “inhabit” the island “with a reverence for its natural beauty and sacred sites.” What is the main idea of this paragraph?

The author of this paragraph is arguing that"
opensat-english-514-546d8f1a,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,emphasize the boy's confusion and helplessness.,"This excerpt from a novel describes a scene where a young boy is trying to understand his mother's feelings. She has been acting strangely, and the boy is trying to make sense of her behavior. ""She doesn't talk much. Her voice is not the voice I know. She has never spoken to me in that tone before. I know that she's hurting, but I don't know how to help her. ""The excerpt uses a variety of techniques to show the boy's confusion and concern. What is the main effect of the author's use of short sentences in this excerpt?

The use of short sentences in this excerpt mainly serves to"
opensat-english-515-8231a4b2,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,"Bumblebees, which are a particular type of bee, are facing a problem: the loss of their natural habitat.","The first sentence in the passage explains the importance of bees in the ecosystem. The second sentence describes the process of how bees make honey. The third sentence describes a particular type of bee, the bumblebee, and the fourth sentence describes a problem that bumblebees are facing.

Which of the following is the most effective way to combine the third and fourth sentences in the passage?"
opensat-english-516-f92a4381,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Words in Context,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,create a sense of mystery and suspense.,"The author’s use of the word ""treacherous"" helps convey the idea that the path is dangerous and unpredictable. This is further emphasized by the speaker’s repeated use of the words ""uncertain"" and ""dreadful."" The speaker’s tone is both ominous and suspenseful, which makes the reader feel anxious about what might happen next. What is the most likely reason why the writer uses the word “treacherous”?

In this passage, the word ""treacherous"" is used to"
opensat-english-517-82b7f59b,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,emphasize the importance of understanding the overall purpose of a text.,"The author of the passage argues that while it is important for readers to understand the main point, understanding the overall structure and purpose of a text helps readers to better interpret the text's message. This includes understanding the relationship between the author's style and the overall meaning, as well as the reason for the text's structure. For example, a text that uses a lot of imagery is likely meant to be evocative, while a text that is structured as a series of arguments is likely meant to be persuasive. What is the most likely reason why the author discusses the relationship between the author's style and the overall meaning?

The main purpose of the author's discussion of the relationship between style and meaning is to"
opensat-english-518-8f7d78fc,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,Where did you get the tickets? one of the friends asks.,"The following text is a passage from a short story. The passage is about a group of friends who are trying to decide what to do for their friend's birthday. They decide to go to a concert. One of the friends asks about the tickets, and the other friend replies that he bought them online.

Which choice correctly punctuates the following sentence from the passage? ""Where did you get the tickets?"" one of the friends asks."
opensat-english-519-9874239a,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,"However, Sarah is reluctant to accept his help, because she is proud and independent, and John tells Sarah that he understands her feelings, but that she needs to accept his help if she wants to continue her work.","The play, set in a small town in the mid-1900s, is about a group of friends who are trying to save their local theater from being demolished. One of the friends, a young woman named Sarah, is a talented artist who designs sets for the theater, but she is also struggling to make ends meet. As the play progresses, Sarah’s friends begin to realize that she is in danger of losing her home and her ability to pursue her art. One of the friends, a man named John, tries to help Sarah by offering to pay for her rent. However, Sarah is reluctant to accept his help, because she is proud and independent. John tells Sarah that he understands her feelings, but that she needs to accept his help if she wants to continue her work. Sarah eventually agrees to accept John's help, but only after she receives a letter from her mother that encourages her to put her own needs first.

Which of the following is the most effective way to combine the sentences ""However, Sarah is reluctant to accept his help, because she is proud and independent."" and ""John tells Sarah that he understands her feelings, but that she needs to accept his help if she wants to continue her work.""?"
opensat-english-520-728d85c4,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,D,"The scientists presented their findings in a series of meticulously detailed reports, explaining the methods they used, the data they gathered, and the conclusions they reached.","The scientists presented their findings in a series of reports, each one meticulously detailed. The reports explained the methods they used, the data they gathered, and the conclusions they reached. It was important that the reports were easy to read and understand, for they were intended for a broad audience. They needed to be both clear and concise. Which of the following sentences is written most clearly and concisely?

Which of the following sentences is written most clearly and concisely?"
opensat-english-521-29c9be28,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,"The ancient Egyptians believed that cats had a close connection to the afterlife, and that the souls of dead cats were sent to the Underworld.","The following text is adapted from a passage about the role of animals in ancient Egyptian religion. ""Bastet was the goddess of protection, joy, and motherhood, and in some cases, the goddess of the home."" ""The ancient Egyptians believed that cats had a close connection to the afterlife, and that the souls of dead cats were sent to the Underworld."" Which choice completes the text so that it conforms to the conventions of Standard English?

Which choice best combines the two sentences above?"
opensat-english-522-random_id_27,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,he is trying to convince the reader that language is more than just a way to communicate.,"The author of the passage is an academic scholar who is trying to convince the reader that the study of language has significance beyond the realm of understanding communication. The author's goal is to convince the reader that language can be seen as a creative force that is similar to art and music. This is evident by the speaker's use of specific examples of linguistic elements and by the speaker's use of a personal tone throughout the passage. Why is the author of this passage focusing on the impact of language on society?

The author of this passage most likely focuses on the impact of language on society because"
opensat-english-523-b91d99ac,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,showing how each person spends their time in different ways.,"The author makes a clear contrast between the two people’s lives by describing the activities that they typically engage in. In the first paragraph, the author suggests that the former astronaut is often busy with many things that require her to be on the move. In the second paragraph, the author describes the other person as leading a more settled existence, one that is primarily focused on his work. This is a common pattern in writing. Writers will often use contrast to help readers understand the differences between two people, places, or ideas. How does the author use contrast to help the reader understand the two people’s lives?

The author contrasts the two people’s lives by"
opensat-english-524-random_id_44,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Words in Context,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,introduce a contrast between two ideas.,"The use of the word ""however"" at the beginning of the second sentence tells the reader that what is about to be described is in contrast to the first sentence. The second sentence makes a point about the history of women’s writing, whereas the first sentence makes a point about the history of writing as a whole. What is the most likely reason why the writer uses the word ""however""?

In this passage, the word ""however"" is used to"
opensat-english-525-647980b1,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,the new type of research is more effective and reliable than traditional approaches.,"The text is primarily concerned with describing the process of how a new kind of research has been developed. This research focuses on the use of a new type of imagery, which is thought to be able to provide a more accurate and detailed view of a phenomenon than traditional methods. Although the text acknowledges that there are some who still dispute the accuracy of this new method, it ultimately suggests that this new type of research is more effective and reliable than previous approaches. What is the main idea of the text?

The main idea of the text is that"
opensat-english-526-28f37645,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,Learning from the experiences of others is a key element of historical fiction.,"The idea that people can learn from the stories of others is a common one in literature. This idea is especially prevalent in historical fiction, which often explores the lives and experiences of people in different times and places. The author of this passage is most likely making the point that ______

What is the main point of the passage?"
opensat-english-527-2f119146,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,illustrate the importance of the main topic of the essay.,"The first paragraph of this passage introduces the main topic of the essay, which is the importance of self-reflection. The author then provides a personal anecdote to illustrate this point, describing how they learned the value of self-reflection through a challenging experience. The author then concludes by suggesting that self-reflection is a skill that can be cultivated and that it can lead to a more fulfilling life. What is the most likely reason the writer uses a personal anecdote to illustrate their point?

The author's use of a personal anecdote in the second paragraph serves primarily to"
opensat-english-528-c82f3c17,OpenSAT / PineSAT,opensat,Reading and Writing,Expression of Ideas,Transitions,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,D,the assertion that the best way to understand a culture is to learn its language is an inaccurate generalization.,"It is often said that the best way to understand a culture is to learn its language. However, this assertion is overly simplistic. While language certainly plays a role in shaping culture, it is only one piece of the puzzle. Other factors, such as history, geography, and social customs, also contribute to the tapestry of a culture. To ignore these other elements is to reduce a complex and multifaceted phenomenon to a single, easily digestible element. Thus, while language is undeniably important, it is not the sole key to unlocking the secrets of a culture.

The author uses the phrase ""overly simplistic"" to suggest that"
opensat-english-529-3452f782,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,"The train inched across the bridge, its wheels groaning slowly against the steel.","The writer of a memoir is describing an event where a train is traveling across a bridge. The writer wants to emphasize how slowly the train was moving in order to create a sense of anticipation and suspense for the reader. Which of the following sentences from the memoir is most effective at accomplishing this goal?

Which of the following sentences from the memoir is most effective at accomplishing this goal?"
opensat-english-530-57dbb694,OpenSAT / PineSAT,opensat,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,artistic taste is subjective and influenced by individual experience.,"The author suggests that the way in which we perceive a work of art is influenced by our knowledge of the world. The author provides the example of a painting of a man holding a glass of wine. Some people, the author suggests, might find the painting to be elegant and refined, while others might find it to be mundane and common. What is the most likely reason why the author offers this example?

The example of the painting of a man holding a glass of wine is most likely used to illustrate the idea that"
opensat-english-531-765eb62e,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,It introduces a problem that is examined in the text.,"The first sentence of this passage introduces the main topic, which is the dangers of driving while drowsy. The second sentence provides a specific example of the dangers of driving while drowsy, which is the driver’s inability to stay awake. The final sentence states that drowsy driving can be dangerous, but the passage doesn’t provide any specific details about the dangers. What is the main idea of this passage?

Which choice best describes the function of the underlined sentence in the text as a whole?"
opensat-english-532-e677fa6c,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,The narrator remembers a trip he took and admits to getting lost.,"During a pedestrian trip last summer, through one or two of the river counties of New York, I found myself, as the day declined, somewhat embarrassed about the road I was pursuing. The land undulated very remarkably; and my path, for the last hour, had wound about and about so confusedly, in its effort to keep in the valleys, that I no longer knew in what direction lay the sweet village of B——, where I had determined to stop for the night.

Which choice best states the main idea of the text?"
opensat-english-533-89e5d9a6,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,"The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate and she always treated others with respect.","The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect.

Which choice best corrects the punctuation error in the passage?"
opensat-english-534-7a9e8d71,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Words in Context,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,highlight the character’s determination in the face of fear.,"In the excerpt, the word 'resolute' is used to emphasize the way in which the character, the protagonist of the novel, is trying to overcome his fears, however, the character’s inner turmoil is still very much present and the word 'resolute' is used to show how the character is attempting to suppress that turmoil. What is the most likely reason why the writer uses the word 'resolute'?

In this passage, the word ""resolute"" is used to"
opensat-english-535-d764f3a8,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,"The steam engine had both positive and negative impacts on workers, resulting in widespread unemployment and a decrease in wages but also increased economic productivity and technological advancement.","Although the invention of the steam engine revolutionized industry and transportation, it also brought with it significant consequences for workers, especially those in the coal industry. The introduction of steam-powered machinery meant that many jobs formerly done by hand could now be done by machines, leading to widespread unemployment and a decrease in wages. Workers had to adapt to new skills and new ways of working, or else face being left behind in the increasingly industrialized world. In the long run, however, the invention of the steam engine ushered in an era of increased economic productivity and technological advancement, ultimately leading to a higher standard of living for many.

Which choice best summarizes the author’s view of the steam engine’s impact on workers?"
opensat-english-536-e9140d6d,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,hail,"The group of musicians, known for their impressive harmonies and unique sound, ____ from all across the country.

Which choice completes the text so that it conforms to the conventions of Standard English?"
opensat-english-537-80d7f886,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Words in Context,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,create a sense of rhythm and emphasis.,"The author of the essay uses a literary device called “anaphora,” which is the repetition of a word or phrase at the beginning of successive clauses, to create a sense of rhythm and emphasis. The repeated word or phrase is ""The"" in the following sentences: \""The sun is shining. The birds are singing. The flowers are blooming. The world is beautiful."" Which choice correctly describes how the author uses anaphora?

The author uses anaphora in this excerpt to"
opensat-english-538-a9176b8c,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,often try to make unfamiliar situations more familiar and predictable to reduce mental chaos.,"The author states that people are driven by a need to reduce the level of mental chaos caused by a situation or experience that is unfamiliar or unpredictable. The author then gives a specific example of this, which is when an individual is in an unfamiliar environment, surrounded by people who have different customs and traditions. The author suggests that the need to bring order to the experience is the main reason why the individual might act to make the new experience more familiar and predictable. Which of the following best summarizes the author's main idea?

The author suggests that people"
opensat-english-539-c7c0532e,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,"which were found in a remote cave system,","The scientists who discovered the new species of bacteria, which were found in a remote cave system, were from several countries—the United States, Japan, and Brazil. They spent years collecting samples in the harsh environment, facing extreme temperatures and navigating dangerous terrain. Their research has led to the creation of a new antibiotic, which has shown promise in treating resistant strains of bacteria.

Which of the following revisions to the underlined portion of the sentence is most consistent with the conventions of Standard English?"
opensat-english-540-f84f5d1c,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,"My grandmother, who was a great lover of nature, would take me on long walks in the woods.","When asked how he first got interested in the study of butterflies, the young entomologist replied, ""My grandmother, she was a great lover of nature, and she would take me on long walks in the woods, where she would point out the different species of plants and insects to me.""

Which choice best revises the underlined portion of the sentence to create a grammatically correct and more concise sentence?"
opensat-english-541-93ca694b,OpenSAT / PineSAT,opensat,Reading and Writing,Expression of Ideas,Transitions,Easy,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,"For example,","The author of the passage suggests that the invention of optical tweezers is a major breakthrough in medical and scientific research. The text provides an example of this breakthrough: a new way to manipulate particles for study. This is an example of what the text claims is a major breakthrough.

Which choice provides the best transition to complete the passage, maintaining the conventions of Standard English?"
opensat-english-542-4321097f,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,Sometimes the best way to achieve happiness is to forget about trying to achieve it.,"The excerpt is from a novel by a Chinese-American author who writes about family and culture. ""The old woman knew the secret of happiness. ""I think I know the secret,"" she had said to her daughter once, ""but you've got to forget about it. You've got to lose track. That's the secret."" ""But you've got to forget it?"" her daughter had asked, ""and forget it?"" Her mother nodded, ""You've got to forget, you've got to lose track. That's the key. You must forget about it. You must let it go.""

Which choice best explains the central idea expressed in the excerpt?"
opensat-english-543-55811424,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Words in Context,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,The new software impacted employee morale.,"The word *impact* can be used as both a noun and a verb, with the meaning of the word changing depending on its grammatical function. For example, the *impact* of the asteroid on Earth was profound, but the asteroid *impacted* the planet with great force. Which choice below correctly uses *impact* as a verb?"
opensat-english-544-e89f23a1,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,"natural selection is a force that drives evolution, but it is not the only force.","The author suggests that scientists are wrong to assume that animals evolved only in response to the environment. In this passage, the author contends that natural selection is not the only force that drives evolution, and that the process can also be influenced by the animals’ own actions. The author further suggests that a scientific understanding of evolution is incomplete without considering the role of animals in actively shaping their own destiny. What does the author imply is the most important takeaway about the process of evolution?

The author’s main point in this passage is that"
opensat-english-545-425b415a,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,D,To create a tone that is engaging and informal.,"The writer chose to begin the passage with an anecdote about a specific event. This anecdote serves a very specific purpose. The anecdote demonstrates the character’s motivation and the writer’s use of humor. It helps to create a tone that makes the reader feel more engaged with the story. The writer could have chosen to begin the passage with a simple statement of the main point, but they chose to begin with an anecdote. What is the most likely reason why the writer chose to begin the passage in this way?

Why does the writer choose to begin the passage with an anecdote?"
opensat-english-546-a89bc234,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Inferences,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,create a vivid image of the event in the reader’s mind.,"The text describes an event that took place in the distant past. The author uses language that is both evocative and precise, conveying a sense of wonder and awe. The passage is written in a style that is both lyrical and informative. Which of the following is the most likely reason why the author uses the phrase ""a faint, ethereal glow""?

In this passage, the phrase ""a faint, ethereal glow"" is most likely used to"
opensat-english-547-945f08d2,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,D,To conclude the passage by emphasizing the need for businesses to reconsider their views on interruptions.,"A new study found that when employees are interrupted while doing their work, they experience a decrease in energy and productivity. However, a team led by Harshad Puranik, who studies management, has found that interruptions by colleagues can have a social component that increases employees’ sense of belonging, resulting in greater job satisfaction that benefits employees and employers. Therefore, businesses should recognize that interruptions have a more complex effect on the workplace than previously believed.

What is the primary function of the sentence, “Therefore, businesses should recognize that interruptions have a more complex effect on the workplace than previously believed”?"
opensat-english-548-7632d1ad,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Inferences,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,To provide historical context for the development of modern communication technologies.,"The development of the computer has changed the way we communicate with one another. Before the Internet, people relied on letters, telegrams, and phone calls to stay in touch. Now, with the advent of instant messaging, video conferencing, and social media, we can communicate with anyone, anywhere, at any time. This is a revolutionary change that has had a profound impact on our lives. However, the widespread use of technology has also raised concerns about privacy and security. What are the benefits and drawbacks of this change in communication?

Which of the following is the most likely reason why the writer includes the information about communication methods that were used before the internet?"
opensat-english-549-3259104e,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,describing the characteristics of people who are truly successful.,"The author of the passage suggests that ""true success"" means more than just being rich or famous. The author believes that true success comes from within, and that it is built on the foundation of inner peace and contentment. The author goes on to say that it is essential to be honest with oneself, to forgive others, and to live a life of purpose. What is the author’s primary purpose in this passage?

The author of this passage is primarily interested in"
opensat-english-550-9d921b1f,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,D,"including self-doubt, perfectionism, and a fear of failure; researchers recommend that students focus on their strengths and accomplishments and that they seek out support from mentors and peers, to combat imposter syndrome.","A study conducted by researchers at the University of California, Berkeley, suggests that as many as one in five students experience imposter syndrome, a feeling of inadequacy despite evidence of success. The study goes on to say that imposter syndrome can manifest in a number of different ways, including self-doubt, perfectionism, and a fear of failure. To combat imposter syndrome, researchers recommend that students focus on their strengths and accomplishments and that they seek out support from mentors and peers.

Which choice most effectively combines the sentences at the underlined portion to create a grammatically correct and stylistically effective sentence?"
opensat-english-551-6c38c21a,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,C,changes in genes often lead to the evolution of new species.,"The study of genetics is the study of genes. Scientists have discovered that genes contain instructions for building and maintaining living organisms. These instructions are contained within the sequence of chemicals that make up a gene. Some of the most interesting discoveries in genetics have been about how genes change over time, and these changes often lead to the evolution of new species. What is the main idea of the text?

The main idea of the text is that"
opensat-english-552-f489ab3f,OpenSAT / PineSAT,opensat,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,create a sense of atmosphere and mood.,"The writer uses a combination of vivid imagery and concrete detail to create a sense of place. For example, the writer describes the “cool air” of the mountains, the “green grass” of the valley, and the “winding roads” that lead to the town. What is the most likely reason the writer uses sensory details?

The writer's use of sensory details in this passage most likely serves to"
opensat-english-553-d2d203e9,OpenSAT / PineSAT,opensat,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,B,reducing carbon emissions is critical to addressing the issue of climate change.,"The text states that ""the most common way to reduce carbon emissions is to reduce the use of fossil fuels."" The text also states that ""the use of fossil fuels is responsible for the vast majority of greenhouse gas emissions."" What is the main idea of this passage?

This passage suggests that"
opensat-english-554-a1b7c635,OpenSAT / PineSAT,opensat,Reading and Writing,Standard English Conventions,Boundaries,Medium,,https://pinesat.com/api/questions?section=english,needs_review,,,,,,core_pool,,,,,,multiple_choice,needs_review,usable_for_family_practice_after_source_review,external_dataset_needs_human_review,A,"In the 18th century, European sailors introduced a game called ""rounders""—which eventually evolved into what we know today as baseball.","The history of the sport is a rich and diverse one, with influences from many different cultures. In the 18th century, European sailors introduced a game called ""rounders,"" which eventually evolved into what we know today as baseball. However, the game became a national pastime in the United States not because of its European roots, but because of its unique American adaptation.

Which choice most effectively combines the sentences at the underlined portion?"
