id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,practicePool,priority,reason,severity,issues,warnings,depthFlags,explanationWords,correctExplanationWords,distractorExplanationCount,topicKey
788fb45b,opensat-pinesat.json,1615,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,
b94a2009,opensat-pinesat.json,1747,opensat,Math,Algebra,Linear functions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,
f519561a,opensat-pinesat.json,2410,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,
random_id_2,opensat-pinesat.json,1834,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,
random_id_a1,opensat-pinesat.json,1594,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,circumference
random_id_b8,opensat-pinesat.json,2241,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,prefer
random_id_f7,opensat-pinesat.json,2097,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,93,45,3,environment
23987fc8,opensat-pinesat.json,2108,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,
random_id_a7,opensat-pinesat.json,2299,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,
random_id_c1,opensat-pinesat.json,2062,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,
random_id_c1,opensat-pinesat.json,2157,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,
random_id_c7,opensat-pinesat.json,2059,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,surveyed
random_id_c9,opensat-pinesat.json,1538,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,environment
random_id_f4,opensat-pinesat.json,2030,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,94,46,3,
32df587a,opensat-pinesat.json,1996,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,
52f9a246,opensat-pinesat.json,2336,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,studying
e49119d5,opensat-pinesat.json,1843,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,
e89f2c9a,opensat-pinesat.json,1971,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,
f5943e1b,opensat-pinesat.json,1495,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,satisfies
random_id_11,opensat-pinesat.json,1608,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,lengths
random_id_24,opensat-pinesat.json,2377,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,radius
random_id_a2,opensat-pinesat.json,1808,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,vertices
random_id_a4,opensat-pinesat.json,1485,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,
random_id_a4,opensat-pinesat.json,1793,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,
random_id_a8,opensat-pinesat.json,1865,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,95,47,3,vertices
173a5c22,opensat-pinesat.json,2079,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,96,48,3,
432ef812,opensat-pinesat.json,2408,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,96,48,3,
random_id_8,opensat-pinesat.json,2357,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,96,48,3,particular
random_id_c5,opensat-pinesat.json,2193,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,96,48,3,students
4d3672ba,opensat-pinesat.json,2138,opensat,Math,Algebra,Linear functions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,
a987655b,opensat-pinesat.json,1795,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,
c7c7699b,opensat-pinesat.json,1926,opensat,Math,Algebra,Linear functions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,
e4c26f1d,opensat-pinesat.json,1861,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,
random_id_9,opensat-pinesat.json,1546,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,center
random_id_a6,opensat-pinesat.json,1922,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,radius
random_id_b8,opensat-pinesat.json,2089,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,classical
random_id_c2,opensat-pinesat.json,2237,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,radius
random_id_c7,opensat-pinesat.json,2203,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,97,49,3,radius
f1234567,opensat-pinesat.json,1580,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,diameter
random_id_1,opensat-pinesat.json,1859,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,circumference
random_id_a3,opensat-pinesat.json,1497,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,chocolate
random_id_a3,opensat-pinesat.json,2342,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,values
random_id_a9,opensat-pinesat.json,1588,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,circumference
random_id_b2,opensat-pinesat.json,1896,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,oranges
random_id_b8,opensat-pinesat.json,2321,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,radius
random_id_b9,opensat-pinesat.json,2271,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,difference
random_id_c2,opensat-pinesat.json,1539,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,vertices
random_id_c9,opensat-pinesat.json,1720,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,98,50,3,
87676666,opensat-pinesat.json,1904,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,99,51,3,
random_id_c8,opensat-pinesat.json,2247,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,99,51,3,
3682ab77,opensat-pinesat.json,1871,opensat,Math,Geometry and Trigonometry,Area and volume,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,100,52,3,perimeter
6c3a844e,opensat-pinesat.json,1903,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,100,52,3,except
8b85219d,opensat-pinesat.json,2283,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,100,52,3,
a9478db4,opensat-pinesat.json,2260,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,100,52,3,
8a4e419b,opensat-pinesat.json,1888,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,101,53,3,
d436b79a,opensat-pinesat.json,2170,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,101,53,3,diameter
random_id_a4,opensat-pinesat.json,1995,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,101,53,3,
12d8c11d,opensat-pinesat.json,1505,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,102,54,3,
74d55478,opensat-pinesat.json,2171,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,102,54,3,factored
random_id_d4,opensat-pinesat.json,2022,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,102,54,3,
random_id_d7,opensat-pinesat.json,1613,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,102,54,3,
5e05357e,opensat-pinesat.json,1760,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,103,55,3,center
f2947dd1,opensat-pinesat.json,2293,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,103,55,3,
random_id_a12,opensat-pinesat.json,1757,opensat,Math,Advanced Math,Equivalent expressions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,103,55,3,
d42b6e8f,opensat-pinesat.json,2281,opensat,Math,Algebra,Linear functions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,104,56,3,
f29e588f,opensat-pinesat.json,2094,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,104,56,3,students
random_id_a1,opensat-pinesat.json,1543,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,104,56,3,
2b779c0b,opensat-pinesat.json,1686,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,105,57,3,
734eb82c,opensat-pinesat.json,1469,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,105,57,3,favorite
84f9203b,opensat-pinesat.json,2000,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,105,57,3,
d04919d8,opensat-pinesat.json,1973,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,105,57,3,inscribed
random_id_8,opensat-pinesat.json,1835,opensat,Math,Geometry and Trigonometry,Area and volume,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,106,58,3,rectangle
random_id_a7,opensat-pinesat.json,1585,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,106,58,3,discriminant
random_id_c3,opensat-pinesat.json,1477,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,106,58,3,customer
random_id_c8,opensat-pinesat.json,1741,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,106,58,3,center
12d8c11e,opensat-pinesat.json,1540,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,107,59,3,hypotenuse
d8c76f6a,opensat-pinesat.json,2401,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,107,59,3,positive
random_id_a9,opensat-pinesat.json,2080,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,107,59,3,probability
random_id_c9,opensat-pinesat.json,1765,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,107,59,3,satisfies
837f97e2,opensat-pinesat.json,2246,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,108,60,3,students
893a69b2,opensat-pinesat.json,1457,opensat,Math,Algebra,Linear functions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,108,60,3,
random_id_a8,opensat-pinesat.json,2294,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,108,60,3,oranges
7d6c67e3,opensat-pinesat.json,1617,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,109,61,3,oranges
random_id_23,opensat-pinesat.json,1508,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,109,61,3,x-coordinates
random_id_3,opensat-pinesat.json,1633,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,109,61,3,
random_id_c2,opensat-pinesat.json,1607,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,109,61,3,diagonal
83d2d1d7,opensat-pinesat.json,1565,opensat,Math,Geometry and Trigonometry,Area and volume,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,110,62,3,rectangle
a1e2974c,opensat-pinesat.json,1836,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,110,62,3,y-intercept
random_id_a1,opensat-pinesat.json,1512,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,110,62,3,
b69b3b19,opensat-pinesat.json,1751,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,111,63,3,reasoning
random_id_c4,opensat-pinesat.json,1531,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,111,63,3,students
7679a5a5,opensat-pinesat.json,2315,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,112,64,3,exactly
f84e4372,opensat-pinesat.json,2064,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,112,64,3,center
f254610a,opensat-pinesat.json,1778,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,113,65,3,radius
random_id_a8,opensat-pinesat.json,1489,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,113,65,3,
random_id_b10,opensat-pinesat.json,1744,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,113,65,3,
random_id_c2,opensat-pinesat.json,1887,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,113,65,3,bananas
7777777,opensat-pinesat.json,2129,opensat,Math,Algebra,Linear functions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,114,66,3,y-intercept
random_id_69,opensat-pinesat.json,2050,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,114,66,3,opposite
random_id_f7,opensat-pinesat.json,2219,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,114,66,3,
c5992217,opensat-pinesat.json,2306,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,115,67,3,surveyed
f452410b,opensat-pinesat.json,2233,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,115,67,3,opposite
random_id_12,opensat-pinesat.json,1642,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,115,67,3,
random_id_a9,opensat-pinesat.json,1916,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,115,67,3,
random_id_a9,opensat-pinesat.json,2269,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,115,67,3,insurance
random_id_c1,opensat-pinesat.json,2189,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,115,67,3,exactly
1915b42d,opensat-pinesat.json,1507,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,116,68,3,
4534957f,opensat-pinesat.json,2163,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,116,68,3,circumference
5ae186b4,opensat-pinesat.json,1724,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,116,68,3,
random_id_a9,opensat-pinesat.json,2113,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,116,68,3,
321984ad,opensat-pinesat.json,1674,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,117,69,3,center
random_id_a1,opensat-pinesat.json,1649,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,117,69,3,students
random_id_a8,opensat-pinesat.json,1863,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,117,69,3,
random_id_c1,opensat-pinesat.json,2178,opensat,Math,Geometry and Trigonometry,Area and volume,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,117,69,3,hexagon
84b5125c,opensat-pinesat.json,1725,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,118,70,3,
random_id_1,opensat-pinesat.json,2084,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,118,70,3,students
random_id_c3,opensat-pinesat.json,2220,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,118,70,3,circumference
random_id_a9,opensat-pinesat.json,2409,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,119,71,3,accidentally
random_id_c1,opensat-pinesat.json,2115,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,119,71,3,
random_id_e7,opensat-pinesat.json,1939,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,119,71,3,diagonal
4564a662,opensat-pinesat.json,2221,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,120,72,3,
random_id_14,opensat-pinesat.json,1867,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,120,72,3,intercepts
random_id_c9,opensat-pinesat.json,2412,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,120,72,3,circumference
89f3184c,opensat-pinesat.json,2292,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,121,73,3,
random_id_17,opensat-pinesat.json,2325,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,121,73,3,reasoning
random_id_a9,opensat-pinesat.json,1957,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,122,74,3,
random_id_c8,opensat-pinesat.json,2365,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,122,74,3,circumference
f21f58b1,opensat-pinesat.json,1587,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,123,75,3,endpoints
