skeletonId,size,coreLimit,activeLimit,corePool,remedialPool,hiddenDuplicate,difficulty,section,domain,skill,questionType,sampleId,samplePrompt,skeletonKey
skel-7c8183b7,7,5,10,5,2,0,Medium,Math,Geometry and Trigonometry,Circles,multiple_choice,archive-ai-archive-signal-2019-may-us-sat-qas-009,A circular workshop display has radius 7. What is its area?,Medium|Math|Geometry and Trigonometry|Circles|multiple_choice|a circular workshop display has radius # . what is its area ?
skel-8dd9d9c8,7,5,10,5,2,0,Medium,Math,Algebra,Systems of two linear equations in two variables,multiple_choice,archive-ai-archive-signal-2019-may-us-sat-qas-018,"In a stadium planning problem, two values x and y satisfy this system:

x + y = 7
x - y = 15

What is the value of x?","Medium|Math|Algebra|Systems of two linear equations in two variables|multiple_choice|in a stadium planning problem , two values x and y satisfy this system : v + v = # v - v = # what is the value of x ?"
skel-2b0d9902,7,5,10,5,2,0,Medium,Math,Geometry and Trigonometry,Circles,multiple_choice,archive-ai-archive-signal-hi-hello-015,A circular market display has radius 7. What is its area?,Medium|Math|Geometry and Trigonometry|Circles|multiple_choice|a circular market display has radius # . what is its area ?
skel-7575054b,7,5,10,5,2,0,Medium,Math,Geometry and Trigonometry,Circles,multiple_choice,archive-ai-archive-signal-2019-october-us-016,A circular stadium display has radius 25. What is its area?,Medium|Math|Geometry and Trigonometry|Circles|multiple_choice|a circular stadium display has radius # . what is its area ?
skel-b31a12fd,7,5,10,5,2,0,Medium,Math,Problem-Solving and Data Analysis,Percentages,multiple_choice,archive-ai-archive-signal-2017-05-vn-024,"In a stadium fundraiser, a price of $260 is increased by 65%. What is the new price?","Medium|Math|Problem-Solving and Data Analysis|Percentages|multiple_choice|in a stadium fundraiser , a price of # is increased by # . what is the new price ?"
skel-96d4f55d,7,5,10,5,2,0,Medium,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,multiple_choice,archive-ai-archive-signal-2017-05-vn-011,"In a market model, the equation x^2 - 28x + 132 = 0 has two solutions. What is the greater solution?","Medium|Math|Advanced Math|Nonlinear equations in one variable and systems of equations in two variables|multiple_choice|in a market model , the equation v^# - #v + # = # has two solutions . what is the greater solution ?"
skel-30604c4b,7,5,10,5,2,0,Medium,Math,Problem-Solving and Data Analysis,Percentages,multiple_choice,archive-ai-archive-signal-2017-05-vn-036,"In a garden fundraiser, a price of $140 is increased by 40%. What is the new price?","Medium|Math|Problem-Solving and Data Analysis|Percentages|multiple_choice|in a garden fundraiser , a price of # is increased by # . what is the new price ?"
skel-2ef4280e,7,5,10,5,2,0,Medium,Reading and Writing,Standard English Conventions,Boundaries,multiple_choice,archive-ai-archive-signal-scoring-test-9-001,"By March, the debate coach had finished week 24 of the field report after reviewing 38 records ______ by September, the tournament judges had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?","Medium|Reading and Writing|Standard English Conventions|Boundaries|multiple_choice|by @month , the debate coach had finished week # of the field report after reviewing # records ______ by @month , the tournament judges had begun testing the results . which choice completes the te"
skel-feb863c9,7,5,10,5,2,0,Medium,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,multiple_choice,satking-math-086,The equation x^2 - 5x + 4 = 0 has two positive solutions. What is the greater solution?,Medium|Math|Advanced Math|Nonlinear equations in one variable and systems of equations in two variables|multiple_choice|the equation v^# - #v + # = # has two positive solutions . what is the greater solution ?
skel-51183434,6,5,10,5,1,0,Medium,Math,Algebra,Linear functions,multiple_choice,kaplan-ai-math-077,"A line passes through (1, -2) and (5, 18). What is the slope of the line?","Medium|Math|Algebra|Linear functions|multiple_choice|a line passes through ( # , - # ) and ( # , # ) . what is the slope of the line ?"
skel-48e626dc,6,5,10,5,1,0,Medium,Math,Algebra,Systems of two linear equations in two variables,multiple_choice,archive-ai-archive-signal-2019-may-us-sat-qas-030,"In a garden planning problem, two values x and y satisfy this system:

x + y = 24
x - y = 4

What is the value of x?","Medium|Math|Algebra|Systems of two linear equations in two variables|multiple_choice|in a garden planning problem , two values x and y satisfy this system : v + v = # v - v = # what is the value of x ?"
skel-3178c8d6,6,5,10,5,1,0,Medium,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,multiple_choice,archive-ai-archive-signal-2019-october-us-050,"In a lab model, the equation x^2 - 81x + 1430 = 0 has two solutions. What is the greater solution?","Medium|Math|Advanced Math|Nonlinear equations in one variable and systems of equations in two variables|multiple_choice|in a lab model , the equation v^# - #v + # = # has two solutions . what is the greater solution ?"
skel-43b6830b,6,5,10,5,1,0,Medium,Math,Geometry and Trigonometry,Circles,multiple_choice,archive-ai-archive-signal-2019-october-us-004,A circular garden display has radius 30. What is its area?,Medium|Math|Geometry and Trigonometry|Circles|multiple_choice|a circular garden display has radius # . what is its area ?
skel-81fb972e,6,5,10,5,1,0,Medium,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,multiple_choice,archive-ai-archive-signal-2017-05-vn-023,"In a workshop model, the equation x^2 - 40x + 175 = 0 has two solutions. What is the greater solution?","Medium|Math|Advanced Math|Nonlinear equations in one variable and systems of equations in two variables|multiple_choice|in a workshop model , the equation v^# - #v + # = # has two solutions . what is the greater solution ?"
skel-b51535f2,6,5,10,5,1,0,Medium,Math,Geometry and Trigonometry,Circles,multiple_choice,archive-ai-archive-signal-2017-05-vn-001,A circular school display has radius 12. What is its area?,Medium|Math|Geometry and Trigonometry|Circles|multiple_choice|a circular school display has radius # . what is its area ?
skel-9b1997e7,6,5,10,5,1,0,Medium,Reading and Writing,Standard English Conventions,Boundaries,multiple_choice,archive-ai-archive-signal-scoring-test-9-002,"By March, the robotics team had finished week 42 of the survey after reviewing 56 records ______ by September, the design committee had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?","Medium|Reading and Writing|Standard English Conventions|Boundaries|multiple_choice|by @month , the robotics team had finished week # of the survey after reviewing # records ______ by @month , the design committee had begun testing the results . which choice completes the text so "
skel-84ddda05,6,5,10,5,1,0,Medium,Reading and Writing,Standard English Conventions,Boundaries,multiple_choice,archive-ai-archive-signal-scoring-test-9-003,"By March, the city council had finished week 60 of the map update after reviewing 74 records ______ by September, the transportation office had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?","Medium|Reading and Writing|Standard English Conventions|Boundaries|multiple_choice|by @month , the city council had finished week # of the map update after reviewing # records ______ by @month , the transportation office had begun testing the results . which choice completes the "
skel-ff03b74e,6,5,10,5,1,0,Medium,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,grid_in,sat1590-math-320,"The equation x^2 - 14x + 40 = 0 has solutions a and b, where a < b. What is b - a?","Medium|Math|Advanced Math|Nonlinear equations in one variable and systems of equations in two variables|grid_in|the equation v^# - #v + # = # has solutions a and b , where v < v . what is v - v ?"
