sourceIndex,id,status,currentDomain,currentSkill,inferredDomain,inferredSkill,difficulty,correctAnswer,correctText,oldCorrectWords,oldCorrectMeetsMinimum,flagCount,flags
1304,f87234fa,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,A,create a sense of awe and wonder.,40,True,0,
1342,random_id_1,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,Scientific theories must be testable and falsifiable in order to be considered valid.,40,True,0,
458,random_id_34,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,D,complex and multifaceted.,40,True,0,
996,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Change ""I’m not going to give up"" to ""I won’t give up.""",40,True,0,
1061,random_id_b5,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,A,create a sense of intimacy and connection with the reader.,40,True,0,
30,random_id_b9,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,prefers to follow a consistent schedule.,40,True,0,
46,random_id_c1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The scientists worked to develop a new type of artificial muscle, which would be able to contract and expand with greater speed and stren...",40,True,0,
701,random_id_d6,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Central Ideas and Details,Medium,C,The semicolon is a punctuation mark used to separate two independent clauses that are closely related.,40,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Central Ideas and Details
1178,random_id_e1,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Expression of Ideas,Transitions,Medium,A,"Electronic music has evolved significantly since its inception, with advancements in technology leading to new possibilities for sound cr...",40,True,2,domain_mismatch:Information and Ideas->Expression of Ideas;skill_mismatch:Central Ideas and Details->Transitions
537,random_id_e3,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,introduce the topic of the passage and engage the reader.,40,True,0,
842,random_id_e8,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,the USPS’s decision to eliminate Saturday delivery of first-class mail and the reactions to this decision.,40,True,0,
178,1e87639c,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,show the reader how the characters’ relationships develop and change.,41,True,0,
1088,627f8327,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,A,It creates a sense of intimacy between the speaker and the reader and suggests that the advice offered is universal.,41,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
831,7b58f6a2,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,It provides an example of a finding that supports the text’s main point.,41,True,0,
369,8c862ab9,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,D,argue that understanding a place is important for making informed decisions about its future.,41,True,0,
735,9828f842,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"nonessential element, so it should be set off by commas.",41,True,0,
337,a8d9d83d,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The author is suggesting that the research process for a complex topic can be both difficult and rewarding.,41,True,0,
101,b4244863,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Text Structure and Purpose,Medium,B,"The passage contrasts the city and the countryside, highlighting their distinct features.",41,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Text Structure and Purpose
1395,e95d4a98,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,convey the novel’s central themes in a more engaging and memorable way.,41,True,0,
133,f7a8174c,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,illustrate the benefits of biomimicry for engineers.,41,True,0,
705,random_id_a1,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,D,"The author suggests that John's experiences, though painful, have ultimately led him to a greater understanding of himself and his place...",41,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
368,random_id_a4,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,A,to gauge public opinion about the proposal,41,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
682,random_id_a4,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,C,captivate the reader and inspire them to continue reading.,41,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
833,random_id_a5,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,create a sense of wonder and awe in the reader.,41,True,0,
673,random_id_b2,needs_metadata_or_quality_review,Information and Ideas,Command of Evidence: Textual,Information and Ideas,Inferences,Medium,A,The new technology has already been used to develop a new type of medicine.,41,True,1,skill_mismatch:Command of Evidence: Textual->Inferences
1344,random_id_c2,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,an explanation of a phenomenon followed by a description of its causes.,41,True,0,
602,random_id_d5,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,B,statement about the writer's hopes for the novel’s reception,41,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
908,random_id_d9,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,A,explaining the importance of understanding different perspectives on historical events.,41,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
395,random_id_e7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Jazz music, which has since influenced many other musical styles.",41,True,0,
291,random_id_english_2,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,To contrast the colors of the flowers and plants with the colors of the surrounding trees.,41,True,0,
653,12d8c11d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,shake,42,True,0,
482,2a49c11d,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,C,emphasize the importance of the particular step.,42,True,0,
31,34f7d4e9,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,B,introduce an opposing view of the topic.,42,True,0,
223,6169cb01,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,A,emphasize the unusual nature of the sound design in the film.,42,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
510,8746123b,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,The way we interpret the world can be influenced by our personal experiences and beliefs.,42,True,0,
1192,957b0602,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,It highlights two approaches to achieving political representation for Indigenous people.,42,True,0,
1245,9686361b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,The scientist must be both resourceful and innovative.,42,True,0,
391,97ab5669,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Medium,B,"The driver, however, was not in the least disturbed, and kept turning his head to left and right.",42,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
1410,9845213a,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Words in Context,Medium,A,suggest that the process of decolonizing a museum is a continuous one.,42,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Words in Context
1045,a1b7c635,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"In the 18th century, European sailors introduced a game called ""rounders""—which eventually evolved into what we know today as baseball.",42,True,0,
607,a348b9d2,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Medium,C,create a connection between two seemingly disparate inventions.,42,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
205,e8671a2c,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,C,"are more likely to be enjoyed by children, making the learning process more engaging.",42,True,0,
492,random_id_a3,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Text Structure and Purpose,Medium,A,explain how a particular topic is currently understood.,42,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Text Structure and Purpose
108,random_id_a8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,C,emphasize the speaker’s casual and playful tone.,42,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
281,random_id_c4,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Text Structure and Purpose,Medium,D,show that the speaker is a relatable and sympathetic character.,42,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Text Structure and Purpose
1337,random_id_c6,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,It provides a specific example to support the speaker’s claim.,42,True,0,
529,random_id_c7,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,A,suggest that the author is critical of the current state of media representation.,42,True,0,
6,random_id_e2,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The world is a complex and interconnected place.,42,True,0,
355,random_id_e4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,create a sense of suspense and urgency.,42,True,0,
987,random_id_e4,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,"The Third Wave, a predicted technological revolution, has failed to materialize in the way Alvin Toffler predicted.",42,True,0,
115,212c166c,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,A,the writer′s lack of focus is a deliberate stylistic choice.,43,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
1251,234ds124,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,A,create a sense of place.,43,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
545,4976e132,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The author of ""The Gift of the Magi"" is O. Henry, a short story writer who was particularly known for his surprise endings and his use of...",43,True,0,
744,62478b2b,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,B,It proves that giant dinosaurs could reach sizes previously thought impossible.,43,True,1,skill_mismatch:Central Ideas and Details->Inferences
2,9955574d,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Information and Ideas,Central Ideas and Details,Medium,B,The distinction between instrumental and noninstrumental use of technology is important for understanding how people use technology in th...,43,True,2,domain_mismatch:Expression of Ideas->Information and Ideas;skill_mismatch:Rhetorical Synthesis->Central Ideas and Details
431,999244f5,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,help the reader understand the narrator’s personality.,43,True,0,
1015,c7c0532e,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"which were found in a remote cave system,",43,True,0,
918,d5888493,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,the experiences of African Americans in Harlem.,43,True,0,
828,e3819102,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"The main character in the story is presented as an independent woman, but she often relies on the help of her friends.",43,True,0,
425,f54c918d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,provide an example to illustrate a common writing error.,43,True,0,
657,f8751d87,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,introduces a specific problem and then describes how an invention solved that problem.,43,True,0,
1303,random_id_1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,emphasize the speaker’s artistic talent.,43,True,0,
717,random_id_23,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Medium,D,"The many ways that families can be structured, and how they interact with one another, are fascinating, as well as the unique challenges...",43,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
1188,random_id_a3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"Her long hair cascaded down her back, framing her face, and her eyes were bright with intelligence, making her appear almost ethereal.",43,True,0,
341,random_id_a4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"However, these animals are endangered, their numbers declining due to habitat loss and poaching.",43,True,0,
260,random_id_a6,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Central Ideas and Details,Medium,A,"Authenticity is a matter of both truth and truthfulness, and both qualities are essential to creating art that is both meaningful and end...",43,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Central Ideas and Details
827,random_id_c8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,provide a specific example that supports the author’s claim.,43,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1408,random_id_e4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"He feels isolated and insecure, and he is afraid to take risks.",43,True,0,
947,random_id_e5,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,It is important to be able to identify and analyze the different types of argumentation in a text in order to understand how argumentatio...,43,True,0,
791,22e46f75,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,create a sense of mystery and intrigue.,44,True,0,
1368,25e61f2c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The author of ""The Great Gatsby"" is known for his elegant style and his descriptions of lavish parties, but many critics have pointed to...",44,True,0,
989,2f119146,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,illustrate the importance of the main topic of the essay.,44,True,0,
1021,4321097f,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,Sometimes the best way to achieve happiness is to forget about trying to achieve it.,44,True,0,
214,4f567b9c,needs_metadata_or_quality_review,Craft and Structure,Cross-Text Connections,Craft and Structure,Words in Context,Medium,B,suggest that the narrator and the seabirds have a special bond.,44,True,1,skill_mismatch:Cross-Text Connections->Words in Context
275,561884c4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"After a long day of hiking, I was eager to relax, and as I settled into my hammock, the gentle breeze, rustling the leaves of the surroun...",44,True,0,
234,7890abcf,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,C,The red-tailed hawk population is expected to decline in the future due to changes in their environment.,44,True,1,skill_mismatch:Central Ideas and Details->Inferences
840,8d9d1279,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,explain why the activity has become more popular.,44,True,0,
1400,a1243g53,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,A,emphasize the rapid and forceful nature of the movement’s influence.,44,True,0,
1097,a7d69241,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Words in Context,Medium,A,people are more likely to understand and remember information if it is emotionally relevant to them.,44,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Words in Context
224,f94c078f,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,build a sense of mystery and suspense.,44,True,0,
165,random_id_25,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,contributing to a sense of overwhelm and anxiety.,44,True,0,
1058,random_id_a2,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,C,That Philip Massinger was the main author of *The Two Noble Kinsmen*.,44,True,1,skill_mismatch:Central Ideas and Details->Inferences
280,random_id_a4,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,A,create a more complex and engaging reading experience.,44,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
1383,random_id_b8,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,C,highlight the importance of the reader’s active role in interpreting a story.,44,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
490,random_id_b9,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,A,the human understanding of the natural world is often influenced by new scientific discoveries.,44,True,1,skill_mismatch:Central Ideas and Details->Inferences
256,random_id_c6,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,B,to highlight the impact of scientific discovery.,44,True,0,
444,random_id_c7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The scientist’s research, which focused on the effects of climate change on the planet’s coral reefs, was groundbreaking, and it was publ...",44,True,0,
201,random_id_e1,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,B,the meaning of words can change over time.,44,True,0,
333,random_id_e1,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Expression of Ideas,Transitions,Medium,D,on his most recent trip to Paris,44,True,2,"domain_mismatch:Standard English Conventions->Expression of Ideas;skill_mismatch:Form, Structure, and Sense->Transitions"
641,random_id_e1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,explain the importance of music in the culture being discussed.,44,True,0,
938,random_id_english_b7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"The researchers were able to document the beetle's unique characteristics, such as its distinctive markings, and its unusual feeding habits.",44,True,0,
630,138e21f6,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Expression of Ideas,Transitions,Medium,C,"For instance, the speaker’s use of figurative language is also effective because it helps to create a more vivid and memorable image in t...",45,True,2,domain_mismatch:Standard English Conventions->Expression of Ideas;skill_mismatch:Boundaries->Transitions
168,17d9ab3f,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,a dynamic process of shifting between awareness and unawareness.,45,True,0,
698,34859a2c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"the researcher’s work suggests that these insects are beneficial, but the researcher’s work does not mean that all insects are beneficial...",45,True,0,
544,456d23fc,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"As a result, she begins to believe that she is ugly.",45,True,0,
702,45ad213b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,The victory of the team provided great pride to the players and their families.,45,True,0,
626,5869c31a,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,She's known for using mixed media to create richly textured surfaces.,45,True,0,
1203,6a7f420c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,When her brother tells her,45,True,0,
700,76ac865f,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,D,"writing can be both a solitary and a social activity, depending on the writer’s goals.",45,True,0,
126,84a521ab,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,The novel _The Great Gatsby_ is a cautionary tale about the dangers of chasing dreams without considering the consequences.,45,True,0,
834,a11f9132,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,introduce a contrast between the tranquility of the scene and the underlying tension.,45,True,0,
85,a983e3c5,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,explain how figurative language can be used to make writing more vivid.,45,True,0,
520,c759854d,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,D,show that burnout is a complex problem with multiple causes.,45,True,0,
726,f453a864,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,it creates a run-on sentence.,45,True,0,
246,f72d411a,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,"the meaning of the word ""cool"" has changed over time.",45,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
56,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,emphasize the importance of the speaker’s message.,45,True,0,
1214,random_id_a12,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Inferences,Medium,B,"lonely, and are more likely to have trouble connecting with others in real life.",45,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Inferences
392,random_id_a5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Twain's novel is widely considered to be a classic of American literature, and it has been praised for its realism, its humor, and its so...",45,True,0,
1151,random_id_c4,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The author argues that contemporary art is becoming more and more anti-traditional.,45,True,0,
493,random_id_c9,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,highlight the speaker's sense of isolation.,45,True,0,
1442,random_id_e4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,create a sense of intimacy and connection with the reader.,45,True,0,
68,random_id_e7,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,suggest that there is no single correct way to understand the situation.,45,True,0,
1213,random_id_english_b2,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,B,introduce a comparison between two contrasting ideas.,45,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1415,18961d20,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The Games were abolished in the fourth century CE, however, they were revived in the late nineteenth century by Pierre de Coubertin.",46,True,0,
661,293bd81f,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,It sets up the conflict that will drive the rest of the story.,46,True,0,
1187,47f6c5d4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,introduce a comparison between two related ideas.,46,True,0,
954,8231a4b2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Bumblebees, which are a particular type of bee, are facing a problem: the loss of their natural habitat.",46,True,0,
110,a398b81f,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The Postal Service’s expansion, however, faced several challenges, one of the most important being the difficulty of convincing Caribbean...",46,True,0,
99,random_id_a1,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,A,emphasize the speaker's opinion of the subject.,46,True,0,
858,random_id_a5,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,clarify the meaning of a complex idea.,46,True,0,
591,random_id_c2,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,create a sense of shared experience with the reader.,46,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
374,random_id_c5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The cat sat on the mat, and the dog watched him.",46,True,0,
1013,random_id_c7,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,provide a baseline against which the results of the test plot could be compared.,46,True,0,
423,random_id_d8,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,D,"suggest that the author’s use of the word ""you"" is effective.",46,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
564,random_id_e4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,show how sensory details can be used to create a sense of warmth and happiness.,46,True,0,
1212,3284b112,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,"The Cherokee people have had a rich history, but they have also faced many challenges.",47,True,0,
343,48bdc13b,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,A,To attract a wider range of players and increase sales.,47,True,1,skill_mismatch:Central Ideas and Details->Inferences
483,8b3829d6,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,emphasize the speaker's concern about the students' dependence on technology.,47,True,0,
450,d7f62ac5,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,D,a conciliatory tone,47,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
1133,e150a912,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,The study’s findings have led researchers to believe that physical activity may have a positive effect on quality of life.,47,True,0,
122,f79eb931,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,create a sense of wonder and awe in the reader.,47,True,0,
1416,f803c2b6,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,explain how the author’s use of imagery is influenced by his childhood experiences.,47,True,0,
523,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The discovery of the fossilized remains of a mixopterid eurypterid, known as a sea scorpion, on the paleocontinent of Gondwana was signif...",47,True,0,
1336,random_id_c4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,create a contrast between the woman’s outward appearance and her inner thoughts.,47,True,0,
365,random_id_c5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"It is an important part of the history of computing, as it was a forerunner of the more sophisticated personal computers that would becom...",47,True,0,
