"id","topicId","patternId","level","sourceFile","displayMode","interaction","priority","promptPreview"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q699","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 6. Cho năm mệnh đề; Q ( x. y ): x + y ≥ 5 | T ( x, y, z ): x + y + z ≥ 6 | | 2 2 2 R ()x: x + y + z ≤ 14 } Trả lời: 7 x + 1"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q700","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 7. Cho mệnh đề chứa biến “ P ()x: Giá trị biểu thức chia"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q701","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 8. Cho mệnh đề chứa biến: P ()x: x^3 - x^2 - 7 x + 16 = 4 x + 2. Tính tổng tất cả các giá trị để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng. Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q702","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 9. Cho hai mệnh đề chứa biến P ( x, y ): x^2 + y^2 chia"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q703","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 10. Cho hai mệnh đề chứa biến P ( x; y ): x + y - xy = 1; Q ( x; y ): x^2 + 3 + y^2 + 3 = 4. Có bao nhiêu cặp số (; x y ) để hai mệnh đề trên đều là mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q704","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 11. Cho hai mệnh đề chứa biến P ( x, y ): x + y = m - 2; Q ( x, y ): x^2 + y^2 + 2 x + 2 y =- m^2 + 4. Có bao nhiêu giá trị nguyên m để cả hai mệnh đề đều trở thành mệnh đề đúng, Trả lời: 19"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q705","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 12. Cho mệnh đề chứa biến: P ( x ): 1 - x^2 + x^2 + x -+1 3 1 - x =.1 Tính tổng tất cả các giá trị hữu tỷx để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q706","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 13. Cho mệnh đề “Phương trình x^2 + 2 ( m - 1) x + m + 5 = 0 ()1 có hai nghiệm x1, x2 thỏa m)n x12 - 2 ( m - 1) x^2 - 3m -≤1 70 ”. Có bao nhiêu số nguyên m để mệnh đề trên trở thành mệnh đề đúng?"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q707","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 14. Tồn tại bao nhiêu bộ số ( a; b; c ) mà a, b, c < 8 để mệnh đề sau là mệnh đề sai “Tồn tại các số nguyên dương a, b, c phân biệt thỏa m)n a - b + b - c + c - a = (2 a + 1)(4b + 3)(6c + 5).” Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q708","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 15. Cho mệnh đề “Phương trình x^2 - mx + 2 = 0 có hai nghiệm x1, x2 thỏa m)n 3 x12 + 2 x1 x2 + m^2 = 5 ”. Tính tích các giá trị dương m xảy ra khi mệnh đề trên đúng. Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q709","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 16. Cho mệnh đề “Đường thẳng d: y = mx + 2 tạo với hai trục tọa độ một tam giác có diện tích bằng 2”. Tính tích các giá trị xảy ra để mệnh đề trên trở thành mệnh đề đúng. Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q710","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 17. Cho mệnh đề chứa biến P ( x, y ):5 x^2 + 8 y^2 = 20412. Có bao nhiêu cặp số nguyên (, x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q711","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 18. Cho hai mệnh đề chứa biến P ( a, b ): a^2 + 2b 2 ≤ 3 T ( a, b ): a + 3 + 2 b + 3 = 6 Có bao nhiêu cặp số thực (; a b ) để hai mệnh đề chứa biến đ) cho đều trở thành mệnh đề đúng Trả lời: 1 1 1"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q712","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 19. Cho mệnh đề chứa biến P ( x, y ): 2 + 2. Có bao nhiêu cặp số nguyên dương (1 + x ) (1 + y ) =+1 xy (, x y ) mà x, y < 20 để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q713","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 20. Cho mệnh đề chứa biến “ P ( x, y )(: x^2 + 9 )( y^2 + 81) ≤ 6 3 xy ”. Có bao nhiêu cặp số (, x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời: x - 6x + 5"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q714","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 21. Cho mệnh đề chứa biến: P ()x: 2 < 0. Có bao nhiêu số nguyên x để mệnh đề chứa biến đ) x + x cho trở thành mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q715","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 22. Cho mệnh đề chứa biến “ P ()(x: x + 4 )( 4 - x + 4 + x ) + x = 16 ”. Có bao nhiêu giá trị x để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q716","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 23. Cho mệnh đề chứa biến “ P ()x: x^2 + x + 8 ≤ ( x^2 + 6 )(17 x + 6 ) + 21x + 4 ”. Có bao nhiêu giá trị nguyên x để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q717","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 24. Cho mệnh đề “Phương trình x^2 - ( m^2 - 2 m + 6) x + m^2 - 2 m + 5 = 0 có nghiệm lớn nhất nhỏ hơn 5”. Có bao nhiêu số nguyên m để mệnh đề trở thành mệnh đề đúng Trả lời: x + 2 - 2 1"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q718","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 24. Cho mệnh đề chứa biến “ P ()x: ≥ ”. Có bao nhiêu giá trị nguyên x nhỏ 2 2 6 ( x + 2x + 4 ) - 2 ( x + 2 ) hơn 20 để mệnh đề đ) cho là mệnh đề đúng Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q719","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 25. Cho mệnh đề chứa biến P ( x; y ): y^3 = x^3 + 3 x^2 + 5 x + 4. Có bao nhiêu cặp số nguyên (, x y ) để mệnh đề đ) cho là mệnh đề đúng? Trả lời: 20"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q720","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 26. Cho mệnh đề chứa biến: P ( p, q, r )(: p^2 + 1)( q^2 + 4 )( r 2 + 9 ) = 48 pqr. Có bao nhiêu bộ số nguyên dương ( p; q; r ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q721","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 27. Cho mệnh đề chứa biến P ( m, n ): 2 m - 2 n = 1984. Có bao nhiêu cặp số tự nhiên ( m; n ) để mệnh đề đ) cho trở thành mệnh đề đúng? Trả lời: 1 3"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q722","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 28. Cho mệnh đề chứa biến “ P ()x: 4 4 - + + 2 ( 4 x - 1)( x + 5 ) ≤ 6 ”. Có bao nhiêu giá trị hữu tỷ x x x nhỏ hơn 10 để mệnh đề đ) cho là mệnh đề đúng Trả lời: 2 x^3 - 7 x^2 - 2 x + 1"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q723","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Cõu 29. Cho mệnh đề chứa biến P ()x: 2 x +-1 4 x --1 6 x = 2. Cú bao nhiờu giỏ trị vụ tỷ x 16 x + 2x - 1 để mệnh đề chứa biến đó cho trở thành mệnh đề đỳng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q724","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 30. Tính giá trị biểu thức 4a + b khi mệnh đề sau đây đúng 4 3 2 “Đa thức P ()x = ax + bx +chia1"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q725","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 31. Cho mệnh đề chứa biến: P ( x, y ): 4 y^2 = 3 x +.1 Có bao nhiêu cặp số nguyên (; x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q726","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 32. Cho mệnh đề chứa biến: P ( x, y ): 54 x^3 +=1 y^3. Có bao nhiêu cặp số nguyên (; x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng Trả lời: 11x"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q727","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 33. Cho mệnh đề chứa biến: P ( x, y ): - 2 x +=1 3 y - 4y -+1 2. Có bao nhiêu cặp số nguyên 5 (; x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng Trả lời: 2"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q728","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 34. Cho mệnh đề chứa biến: P ( x, y ): ( 2 x - y )( 2 x + y )(= y^2 + y ) +.1 Có bao nhiêu cặp số nguyên (; x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng. Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q729","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 35. Cho mệnh đề chứa biến: P ( x, y ): x và y là những số nguyên lớn hơn 1; 4 x^2 y^2 - 7 x + 7 y là số chính phương. Trong trường hợp mệnh đề chứa biến đ) cho trở thành mệnh đề đúng, tìm giá trị nhỏ nhất của biểu thức Q = x^2 + xy - 10"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q730","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 36. Cho mệnh đề chứa biến “ ( a + b + c ) - 2 a + 2b là số chính phương với các bộ số nguyên dương ( a; b; c ) ”. Có bao nhiêu bộ số nguyên dương ( a; b; c ) với 4 < a, b, c < 12 để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng. Trả l"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q731","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 37. Cho mệnh đề chứa biến “ P ( x, y ): x ++3 3 x + 5 = + y + 7 ”. Có bao nhiêu cặp số nguyên 2 (; x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng. Trả lời: 2 2 [ 1 2 ] ( x + z ( z + t ) )+ 16 ( ) = 18 ”. Tồn tại duy )"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q732","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 38. Xét bốn số thực x; y; z; t ∈[; ] và mệnh đề chứa biến “ 9 ( [ 2 3 ] ( x + t ) ( x + y ) nhất một bộ số ( x; y; z; t ) để mệnh đề đ) cho trở thành mệnh đề đúng. Tính 3 ( x + y ) + 4 ( z + t ). Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q733","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 39. Cho hai mệnh đề P ( x, y ): y^4 + 19 = 20 ( x + y ), Q ( x, y ): x + x + 2 y = 2. Có bao nhiêu cặp số thực (; x y ) để hai mệnh đề chứa biến đ) cho trở thành mệnh đề đúng. Trả lời: 21"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q734","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 40. Cho mệnh đề chứa biến “ n ( n + 1)( n + 2 )( n + 3 ) chia"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q735","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 41. Cho mệnh đề “Phương trình x^2 + ( m^2 - 8m ) x + m^3 = 0 có hai nghiệm phân biệt x1, x2 thỏa m)n nghiệm này bằng bình phương nghiệm kia”. Tích các giá trị tham số m thu được bằng số nguyên nào Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q736","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","source_snippet_repair","open_response","image_dependent_review","Đọc đề gốc đã phục hồi từ tài liệu trong hình dưới đây. {{formula:/assets/math10/figures/math10-math10-algebra-logic-sets-menh-de-va-tap-hop-phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10-pdf-q736.png|w=932|h=710}}"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q737","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 43. Cho hai mệnh đề chứa biến P ( a, b, c ): a + b + c ⋮ 6 Q ( a, b, c )(: a + b )( b + c )( c + a ) - 2 abc ⋮ 6 Có tất cả bao nhiêu bộ số nguyên ( a; b; c ), trong đó 2 < a, b, c < 10 để hai mệnh đề đ) cho đều trở thành mệnh đề đúng Tr"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q738","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 44. Cho hai mệnh đề chứa biến P ( x, y ): x^2 - x - y + 2 - 2 y = 0, Q ( x, y ): x^2 - 2 y + 2 + 10 x - y = 5 y Tồn tại hai cặp số (; x y ) để hai mệnh đề chứa biến đ) cho đều trở thành thành mệnh đề đúng. Giá trị lớn nhất của 3 x + 2 y"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q739","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 45. Cho mệnh đề chứa biến “Giá trị biểu thức chia"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q740","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 46. Cho mệnh đề “Phương trình x^2 + ( m^2 - 8 m ) x + m^3 = 0 có hai nghiệm phân biệt x1, x2 thỏa m)n x12 - ( m^2 - 8m ) x2 + m^3 = 16 ”. Khi mệnh đề trên đúng, tích các giá trị m thu được bằng số nguyên nào Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q741","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 47. Cho mệnh đề “Hai đường thẳng y = ( a^2 + 3a + 4 ) x + a + 1; y = 3ax + 5a +cắt1 nhau tại một điểm nằm trên đường thẳng x = a^8 + a^2 + 4. Có bao nhiêu giá trị tham số để mệnh đề trên đúng? Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q742","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 48. Cho hai mệnh đề chứa biến “ P ( x, y ): x^2 - 2 x = 4 x - y, Q ( x; y ): x + 2 y = 2 x + 10x + 2 y - 2 xy + y^2 ”. Có tất cả bao nhiêu cặp số (; x y ) để hai mệnh đề đ) cho đều trở thành thành mệnh đề đúng Trả lời:"
"math10.math10.algebra.logic_sets.menh_de_va_tap_hop_phuong_phap_giai_toan_va_bai_tap_chuyen_de_menh_de_va_tap_hop_toan_10_pdf.q743","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","menh de va tap hop/phuong-phap-giai-toan-va-bai-tap-chuyen-de-menh-de-va-tap-hop-toan-10.pdf","text","open_response","manual_or_cas_solver","Câu 49. Cho mệnh đề chứa biến P ( x; y ): x^2 + 7 x + 22 = 11.6y +1. Có tất cả bao nhiêu cặp số tự nhiên (; x y ) để mệnh đề chứa biến đ) cho trở thành mệnh đề đúng? Trả lời:"
